	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
740	ENSEEUP00000005663.1-ENSOANP00000022543.1	MA	0.12392	0.253817	0.48822600000000005	9.64401e-06	2667	198.956	2468.04		311	44.0733	266.927			0.13360999999999998	0.965559:0.997378:0.836149:1.01384:0.460351:1	0.60186(0.465456:0.446413:0.893711)	-4095.89			
741	ENSEEUP00000012625.1-ENSOANP00000003489.1	MA	0.0829348	0.31997600000000004	0.259191	1.37773e-16	2259	226.90900000000002	2032.09		192	57.8107	134.189			0.106745	3.81802:0.89996:0.691545:1.28505:0.738842:1	0.629978(0.402102:0.57135:0.916482)	-3097.87			
742	ENSEEUP00000012638.1-ENSOANP00000009670.2	MA	0.0498848	0.175501	0.28424299999999997	7.45483e-07	2067	130.976	1936.02		112	21.531999999999996	90.46799999999999			0.05784450000000001	1.15169:1.17274:0.920676:1.07245:0.355561:1	0.62449(0.497279:0.407483:0.968707)	-2772.79			
743	ENSEEUP00000003406.1-ENSOANP00000008063.3	MA	0.076877	0.152774	0.503208	0.0025981999999999997	2202	156.928	2045.07		167	22.0964	144.904			0.0822858	1.43655:1.4192:1.12911:1.48098:0.410895:1	0.631029(0.49936:0.423816:0.96991)	-3157.28			
744	ENSEEUP00000010107.1-ENSOANP00000009195.3	MA	0.0646819	0.14871099999999998	0.43495	6.78139e-05	2154	211.257	1942.74		147	29.4009	117.59899999999999			0.0729232	1.67209:1.9061:1.25999:1.64377:0.464364:1	0.615473(0.492494:0.439376:0.91455)	-3051.76			
745	ENSEEUP00000000597.1-ENSOANP00000005517.2	MA	0.0469554	0.28876199999999996	0.162609	6.03867e-15	1983	113.803	1869.2		112	30.5108	81.4892			0.060832500000000005	2.01928:2.2339:1.81346:1.90622:0.617334:1	0.588667(0.445333:0.38:0.940667)	-2690.3			
746	ENSEEUP00000013328.1-ENSOANP00000004212.1	MA	0.145245	0.41154399999999997	0.352926	1.15418e-14	2916	182.433	2733.57		404	64.2472	339.75300000000004			0.161905	1.05803:1.02886:0.821267:1.00685:0.322757:1	0.5627(0.472653:0.356245:0.859202)	-4601.82			
747	ENSEEUP00000007412.1-ENSOANP00000001082.1	MA	0.014078100000000001	0.0870184	0.16178199999999998	8.35206e-05	1800	89.4256	1710.57		31	7.57085	23.4291			0.0177018	2.36844:2.71405:2.40204:2.40616:0.70343:1	0.580823(0.53802:0.274032:0.930416)	-2081.69			
748	ENSEEUP00000007872.1-ENSOANP00000009103.2	MA	0.125436	0.262049	0.47867299999999996	7.68211e-08	2673	280.921	2392.08		329	64.8154	264.185			0.139793	1.23688:1.83423:0.756151:1.40469:0.344798:1	0.6893(0.612795:0.455107:1)	-4193.77			
749	ENSEEUP00000003012.1-ENSOANP00000013454.2	MA	0.099738	0.429354	0.232298	8.73941e-25	2643	187.988	2455.01		284	70.4074	213.593			0.123182	1.25268:1.18942:0.899771:1.11789:0.361692:1	0.61309(0.512184:0.414246:0.91284)	-3962.35			
750	ENSEEUP00000010705.1-ENSOANP00000008896.2	MA	0.134706	0.23122199999999998	0.582584	0.0009378689999999999	2604	193.481	2410.52		326	39.4757	286.524			0.141878	1.58446:1.65656:1.2174:1.60266:0.309408:1	0.535418(0.449078:0.309142:0.848035)	-4072.87			
751	ENSEEUP00000000190.1-ENSOANP00000020624.1	MA	0.0434316	0.0633001	0.686122	0.322883	1950	111.696	1838.3		83	6.75219	76.2478			0.0445697	2.31962:2.85475:1.7983:2.4009:0.507045:1	0.575974(0.457143:0.348701:0.922078)	-2539.63			
752	ENSEEUP00000001883.1-ENSOANP00000008415.2	MA	0.0200503	0.0103575	1.93583	0.494279	1785	150.58700000000002	1634.41		34	1.5447	32.4553			0.0192326	1.02086:1.5316:0.786847:2.12136:0.01:1	0.568376(0.465587:0.338057:0.901484)	-2132.73			
753	ENSEEUP00000008002.1-ENSOANP00000008159.2	MA	0.21693099999999998	0.423609	0.5121020000000001	2.99361e-10	3555	265.107	3289.89		675	91.7741	583.226			0.232343	1.34721:1.33453:1.14081:1.35418:0.609974:1	0.650092(0.521705:0.460931:0.96764)	-6123.44			
754	ENSEEUP00000005251.1-ENSOANP00000018932.2	MA	0.121654	0.308751	0.394019	3.14423e-07	2358	132.24200000000002	2225.76		274	35.9029	238.097			0.132146	1.31904:1.49449:1.00685:1.4087:0.44687:1	0.598643(0.482948:0.380638:0.932343)	-3598.07			
755	ENSEEUP00000010158.1-ENSOANP00000016588.1	MA	0.0606175	0.0624818	0.9701629999999999	0.8526809999999999	1977	147.046	1829.95		113	8.643460000000001	104.35700000000001			0.0607562	0.427514:1.50464:0.922319:1.22136:0.38358:1	0.628319(0.495575:0.403392:0.985988)	-2692.75			
756	ENSEEUP00000010192.1-ENSOANP00000016937.2	MA	0.0194875	0.050825199999999994	0.383421	0.061653599999999996	1761	119.24	1641.76		37	5.89251	31.1075			0.0216094	1.57099:1.71245:1.86127:1.97772:0.814171:1	0.539562(0.431818:0.316288:0.870581)	-2144.46			
757	ENSEEUP00000005769.1-ENSOANP00000006049.3	MA	0.0371288	0.056987199999999995	0.651529	0.22177199999999997	1836	126.179	1709.82		68	6.9185	61.0815			0.038493599999999996	0.922485:1.1842:1.40702:1.50516:1.30282:1	0.586111(0.515152:0.279545:0.963636)	-2350.18			
758	ENSEEUP00000010003.1-ENSOANP00000013464.4	MA	0.154476	0.336833	0.458614	1.10879e-10	3147	278.307	2868.69		458	79.9688	378.031			0.170603	0.777688:1.24314:0.352723:1.24501:0.549113:1	0.671455(0.608434:0.419833:0.986098)	-5070.97			
759	ENSEEUP00000014566.1-ENSOANP00000009262.2	MA	0.24214000000000002	0.32038	0.75579	0.00970891	3609	294.382	3314.62		726	76.3415	649.658			0.248522	1.12881:1.26477:0.848126:1.2498:0.331401:1	0.578055(0.467616:0.338434:0.928114)	-6255.44			
760	ENSEEUP00000001027.1-ENSOANP00000011939.3	MA	0.0693503	0.141193	0.491174	0.00178326	2145	177.269	1967.73		150	23.248	126.75200000000001			0.07528760000000001	1.30748:1.30673:1.09592:1.38222:0.493355:1	0.579422(0.47602:0.397449:0.864796)	-3019.42			
761	ENSEEUP00000014456.1-ENSOANP00000012296.1	MA	0.027146499999999997	0.06075930000000001	0.446788	0.037315100000000004	1806	130.725	1675.28		52	7.73153	44.2685			0.0295795	1.36416:1.06627:0.952007:1.16595:0.40449:1	0.580609(0.501362:0.330381:0.910082)	-2278.15			
762	ENSEEUP00000000335.1-ENSOANP00000022104.2	MA	0.0687615	0.151205	0.45475699999999997	0.000889322	2103	146.054	1956.95		144	20.3012	123.699			0.07448719999999999	0.893126:1.00225:0.673545:0.993907:0.157896:1	0.593276(0.48032:0.368389:0.931119)	-2933.72			
763	ENSEEUP00000011578.1-ENSOANP00000007841.1	MA	0.10528	0.146688	0.717711	0.08692269999999999	2514	207.301	2306.7		247	27.4866	219.513			0.108694	0.48689:1.05357:0.361683:1.13945:0.244796:1	0.625086(0.500513:0.444559:0.930185)	-3709.27			
764	ENSEEUP00000010583.1-ENSOANP00000024208.2	MA	0.0772775	0.197193	0.391887	4.4141e-05	2151	122.41	2028.59		165	22.0164	142.984			0.08410169999999999	1.47971:1.49748:1.32637:1.53306:0.705548:1	0.611325(0.432692:0.441667:0.959615)	-3078.07			
765	ENSEEUP00000012406.1-ENSOANP00000015267.3	MA	0.04693730000000001	0.10589100000000001	0.44326099999999996	0.00295644	1974	141.77100000000002	1832.23		96	14.2674	81.7326			0.0511713	1.03871:1.57117:0.710293:1.54763:0.547488:1	0.538079(0.450631:0.285878:0.877727)	-2610.77			
766	ENSEEUP00000005636.1-ENSOANP00000024543.1	MA	0.08329450000000001	0.07783419999999999	1.07015	0.880972	2154	171.61	1982.39		165	12.3484	152.65200000000002			0.0828594	1.17591:2.09618:0.845379:1.94194:0.534625:1	0.60013(0.518856:0.314694:0.96684)	-3070.5			
767	ENSEEUP00000009858.1-ENSOANP00000018812.2	MA	0.161154	0.31435599999999997	0.512646	6.2833e-07	2886	223.922	2662.08		427	60.1869	366.81300000000005			0.173041	1.09381:1.13543:0.897296:1.11757:0.36883:1	0.598379(0.485573:0.413026:0.896538)	-4694.02			
768	ENSEEUP00000009460.1-ENSOANP00000025385.2	MA	0.09918769999999999	0.266933	0.371583	2.29282e-07	2382	145.452	2236.55		234	34.8544	199.146			0.109431	1.15488:2.3016:0.347949:1.52481:0.324885:1	0.561512(0.459278:0.315979:0.909278)	-3496.98			
769	ENSEEUP00000007840.1-ENSOANP00000011053.1	MA	0.0408233	0.0361533	1.12917	0.998976	1899	154.875	1744.12		74	5.39509	68.6049			0.0404424	1.11002:1.08969:0.873969:1.2427:0.348755:1	0.541851(0.487279:0.288717:0.849558)	-2451.33			
770	ENSEEUP00000006416.1-ENSOANP00000031909.1	MA	0.0461006	0.111872	0.412083	0.0014499	1935	147.188	1787.81		93	15.4862	77.5138			0.0511036	1.40356:1.915:1.0352:1.73764:0.374103:1	0.642119(0.562791:0.363566:1)	-2547.91			
771	ENSEEUP00000005218.1-ENSOANP00000022739.3	MA	0.0441501	0.0910721	0.484782	0.0266	1869	134.827	1734.17		84	11.6097	72.3903			0.047535	0.576798:1.44633:0.462759:1.35956:0.238372:1	0.582173(0.481894:0.33078:0.933844)	-2450.65			
772	ENSEEUP00000002477.1-ENSOANP00000011633.3	MA	0.00714559	0.000142912	50.0	0.401674	1701	160.436	1540.56		11	0.022863400000000002	10.9771			0.00648511	2.72136:7.63681:8.94317:12.4335:22.1143:1	0.660788(0.557319:0.425044:1)	-1944.98			
773	ENSEEUP00000008763.1-ENSOANP00000009681.2	MA	0.0208081	0.043991	0.473008	0.09886510000000001	1764	99.8643	1664.14		38	4.278230000000001	33.7218			0.0221205	9.33169:9.44469:8.54524:9.13709:2.74259:1	0.537584(0.445638:0.272483:0.894631)	-2126.42			
774	ENSEEUP00000007205.1-ENSOANP00000022629.1	MA	0.0565615	0.129024	0.438381	0.0127135	1989	77.0703	1911.93		110	9.26302	100.73700000000001			0.0593693	1.14953:1.24319:1.18361:1.24706:0.704446:1	0.564276(0.453315:0.290934:0.948579)	-2613.6			
775	ENSEEUP00000006326.1-ENSOANP00000010380.1	MA	0.0464713	0.0403897	1.15057	0.9963930000000001	1905	111.13600000000001	1793.86		84	4.291919999999999	79.7081			0.046116500000000005	1.18933:1.70278:1.12684:1.44251:0.373399:1	0.594234(0.499273:0.321948:0.961483)	-2465.71			
776	ENSEEUP00000005132.1-ENSOANP00000021511.1	MA	0.05147809999999999	0.0655807	0.784959	0.46581300000000003	2046	175.80200000000002	1870.2		102	10.9086	91.0914			0.0526899	0.765365:1.93896:0.312583:1.22854:0.176001:1	0.504737(0.410247:0.348915:0.755049)	-2714.18			
777	ENSEEUP00000004158.1-ENSOANP00000018014.4	MA	0.0854937	0.218617	0.391067	2.67884e-07	2331	208.467	2122.53		197	39.5448	157.455			0.09739919999999999	1.38127:0.776621:0.390316:1.11009:0.280075:1	0.630342(0.489316:0.486645:0.915064)	-3279.77			
778	ENSEEUP00000003227.1-ENSOANP00000006401.2	MA	0.0873073	0.089145	0.9793850000000001	0.880973	2235	160.514	2074.49		181	13.2527	167.747			0.0874392	0.550421:1.13619:0.346097:1.16645:0.211182:1	0.583073(0.46514:0.396462:0.887617)	-3174.29			
779	ENSEEUP00000008905.1-ENSOANP00000002009.2	MA	0.244178	1.136	0.214946	2.4309699999999996e-83	3957	186.585	3770.42		850	159.071	690.929			0.28623000000000004	2.84292:1.52508:0.391738:1.25566:0.972377:1	0.618903(0.553071:0.303639:1)	-6835.45			
780	ENSEEUP00000004857.1-ENSOANP00000003309.4	MA	0.21498299999999998	0.903402	0.23797100000000002	4.5172599999999995e-62	3723	213.782	3509.22		732	149.197	582.803			0.25451399999999996	2.4318:1.40642:0.38219:1.23653:0.784169:1	0.64925(0.581592:0.367363:0.998794)	-6319.5			
781	ENSEEUP00000004699.1-ENSOANP00000021130.4	MA	0.014344899999999999	0.0366584	0.391311	0.0947438	1716	134.915	1581.09		27	4.83365	22.1663			0.0160992	2.7323:2.58352:2.11384:2.92186:0.439553:1	0.600453(0.475831:0.393505:0.932024)	-2039.87			
782	ENSEEUP00000003965.1-ENSOANP00000001207.2	MA	0.0278351	0.0031035	8.96893	0.0980909	1863	119.884	1743.12		48	0.365274	47.6347			0.0262436	1.04958:1.24119:1.11854:1.35317:0.48178:1	0.589954(0.437671:0.406849:0.925342)	-2279.57			
783	ENSEEUP00000003220.1-ENSOANP00000019459.2	MA	0.161323	0.244923	0.658667	0.0008477760000000001	3087	320.869	2766.13		456	68.2819	387.718			0.170012	0.974855:1.44279:0.63067:1.26318:0.638614:1	0.699223(0.635083:0.462585:1)	-5004.65			
784	ENSEEUP00000011176.1-ENSOANP00000019888.1	MA	0.358576	0.468116	0.765997	5.55377e-05	5163	574.135	4588.87		1412	198.24900000000002	1213.75			0.370757	0.777277:1.82927:0.576924:1.2749:0.253632:1	0.617121(0.544926:0.42177:0.884667)	-9774.9			
785	ENSEEUP00000009981.1-ENSOANP00000011816.1	MA	0.014299899999999999	0.02805	0.5098020000000001	0.14366600000000002	1749	110.705	1638.29		26	3.04292	22.9571			0.015170300000000001	2.88194:2.7522:2.57374:3.01798:0.399268:1	0.580409(0.494152:0.320906:0.92617)	-2013.23			
786	ENSEEUP00000001333.1-ENSOANP00000000673.1	MA	0.0379906	0.027121199999999998	1.40077	0.650296	1905	153.726	1751.27		68	4.00995	63.9901			0.037113400000000005	0.252676:1.17089:0.106671:1.31467:0.241934:1	0.622047(0.525984:0.340157:1)	-2420.1			
787	ENSEEUP00000012426.1-ENSOANP00000000773.3	MA	0.0883147	0.311041	0.283932	4.59188e-11	2301	125.436	2175.56		208	35.1084	172.892			0.10045599999999999	3.11038:3.16671:2.66745:2.8357:0.90716:1	0.600847(0.45843:0.40127:0.942841)	-3362.77			
788	ENSEEUP00000006927.1-ENSOANP00000005032.1	MA	0.176459	0.250844	0.703462	0.010653	2865	252.033	2612.97		447	53.8998	393.1			0.183003	1.09291:1.51043:0.552902:1.27295:0.314589:1	0.645223(0.570084:0.366109:0.999477)	-4727.02			
789	ENSEEUP00000006177.1-ENSOANP00000004008.2	MA	0.041684399999999996	0.0954984	0.436493	0.00562749	1962	152.572	1809.43		86	13.9235	72.0765			0.045869099999999996	3.11624:2.81845:2.29662:2.86878:0.851222:1	0.560056(0.473398:0.311366:0.895405)	-2576.12			
790	ENSEEUP00000008606.1-ENSOANP00000011387.1	MA	0.0789405	0.12175799999999999	0.648339	0.0728316	2151	176.544	1974.46		163	19.7552	143.245			0.0824548	0.682291:1.38736:0.37481:1.25101:0.223048:1	0.623663(0.527406:0.364305:0.979278)	-3057.5			
791	ENSEEUP00000013481.1-ENSOANP00000007021.2	MA	0.139923	0.258614	0.5410510000000001	4.46135e-05	2559	213.268	2345.73		335	48.1943	286.806			0.149815	1.24509:1.72647:0.628437:1.45119:0.192922:1	0.622234(0.530558:0.386723:0.94942)	-4021.43			
792	ENSEEUP00000002997.1-ENSOANP00000007633.2	MA	0.12653599999999998	0.164169	0.7707689999999999	0.141316	2490	208.798	2281.2		289	30.6762	258.324			0.129692	1.05186:1.51259:0.839545:1.48338:0.518954:1	0.613571(0.531317:0.361231:0.948164)	-3831.39			
793	ENSEEUP00000013551.1-ENSOANP00000014442.2	MA	0.024721200000000002	0.012061399999999998	2.04961	0.356173	1806	142.501	1663.5		42	1.68497	40.315			0.023722299999999998	0.023549:1.90346:0.86312:1.39339:0.2113:1	0.624054(0.493949:0.422844:0.955371)	-2212.51			
794	ENSEEUP00000014588.1-ENSOANP00000003047.1	MA	0.0260935	0.0636296	0.410084	0.0174338	1779	134.238	1644.76		50	8.29935	41.7007			0.028925799999999998	2.98957:3.43864:2.60271:2.78929:0.541051:1	0.617886(0.519512:0.352033:0.982114)	-2241.39			
795	ENSEEUP00000010699.1-ENSOANP00000021564.2	MA	0.0201269	0.102876	0.195642	3.68965e-06	1761	121.943	1639.06		44	12.1223	31.8777			0.025856999999999998	0.877586:2.15821:0.477637:1.20554:0.193326:1	0.63515(0.527257:0.378194:1)	-2147.57			
796	ENSEEUP00000012984.1-ENSOANP00000010863.1	MA	0.189689	0.42119700000000004	0.45035699999999995	7.0291e-09	3048	162.722	2885.28		504	56.0907	447.909			0.202048	2.13089:1.68906:0.890447:1.62671:0.731935:1	0.539151(0.481959:0.261414:0.87408)	-4979.18			
797	ENSEEUP00000000503.1-ENSOANP00000024890.3	MA	0.0138929	0.0218847	0.6348229999999999	0.194653	1680	148.211	1531.79		24	3.17417	20.8258			0.014597899999999999	0.190391:0.660336:0.459424:0.9339:0.476356:1	0.531301(0.473171:0.279268:0.841463)	-1990.7			
798	ENSEEUP00000007417.1-ENSOANP00000012536.2	MA	0.0691008	0.0528929	1.30643	0.5255029999999999	2064	186.149	1877.85		130	9.16842	120.83200000000001			0.067639	1.25925:1.53497:0.904914:1.49077:0.3232:1	0.573333(0.493125:0.296875:0.93)	-2866.5			
799	ENSEEUP00000010941.1-ENSOANP00000013380.3	MA	0.0766773	0.147319	0.520486	0.00786563	2157	144.341	2012.66		162	19.6185	142.382			0.08140449999999999	1.65857:1.87889:1.25682:1.78536:0.36703:1	0.647891(0.506259:0.437413:1)	-3064.66			
800	ENSEEUP00000010733.1-ENSOANP00000022880.3	MA	0.0979141	0.125681	0.779067	0.18896400000000002	2379	232.795	2146.21		219	26.7646	192.235			0.100631	1.05284:1.29832:0.629264:1.17056:0.224665:1	0.65343(0.526286:0.490492:0.943512)	-3497.09			
801	ENSEEUP00000010019.1-ENSOANP00000018322.1	MA	0.0741454	0.149224	0.49687200000000004	0.00192823	2166	171.48	1994.52		160	23.6015	136.399			0.0800893	1.98826:1.87639:1.52896:1.99888:0.659725:1	0.600266(0.507991:0.380708:0.9121)	-3042.03			
802	ENSEEUP00000006103.1-ENSOANP00000004042.1	MA	0.11123	0.307131	0.362159	1.51844e-10	2430	186.582	2243.42		271	50.6115	220.389			0.126272	1.22293:1.27999:1.06734:1.19152:0.560888:1	0.631032(0.531737:0.410356:0.951002)	-3748.62			
803	ENSEEUP00000007829.1-ENSOANP00000019024.2	MA	0.235894	0.77199	0.30556700000000003	6.379550000000001e-38	3345	213.65	3131.35		691	126.12899999999999	564.871			0.270135	1.06481:1.15335:0.793544:1.10018:0.292752:1	0.654559(0.498206:0.465471:1)	-5894.13			
804	ENSEEUP00000011493.1-ENSOANP00000009882.2	MA	0.0263442	0.0709768	0.371166	0.00765647	1788	160.779	1627.22		52	10.9324	41.0676			0.030357599999999995	0.555772:1.73554:0.569714:1.16824:0.295193:1	0.502948(0.425512:0.305866:0.777467)	-2243.79			
805	ENSEEUP00000002833.1-ENSOANP00000013694.1	MA	0.0987149	0.288527	0.34213499999999997	1.58519e-08	2262	140.388	2121.61		222	35.9776	186.02200000000002			0.11049500000000001	1.09012:1.07506:0.837942:1.09219:0.212101:1	0.611667(0.47125:0.3925:0.97125)	-3361.47			
806	ENSEEUP00000006665.1-ENSOANP00000013124.2	MA	0.0375707	0.0908155	0.413703	0.00509046	1884	127.63600000000001	1756.36		74	11.0566	62.9434			0.041177899999999996	2.53411:2.1026:1.40606:2.10673:0.107553:1	0.576155(0.501248:0.335206:0.89201)	-2403.1			
807	ENSEEUP00000008908.1-ENSOANP00000013812.1	MA	0.12431800000000001	0.174024	0.7143729999999999	0.036960400000000004	2565	226.83700000000002	2338.16		293	35.0331	257.967			0.12871300000000002	0.789434:1.39413:0.387698:1.37949:0.117844:1	0.657529(0.532895:0.470943:0.96875)	-3908.12			
808	ENSEEUP00000009311.1-ENSOANP00000026304.3	MA	0.183066	0.409812	0.44670699999999997	4.95854e-12	3249	243.18	3005.82		523	80.1961	442.80400000000003			0.200037	1.36401:1.50877:0.959258:1.3983:0.330368:1	0.61279(0.442375:0.51546:0.880534)	-5242.31			
809	ENSEEUP00000003925.1-ENSOANP00000012884.2	MA	0.0353621	0.0961758	0.367682	0.00241733	1884	113.319	1770.68		70	10.3777	59.6223			0.03902	0.844206:0.911227:0.704634:0.833909:0.325615:1	0.549981(0.44363:0.352311:0.854002)	-2408.95			
810	ENSEEUP00000007373.1-ENSOANP00000020106.2	MA	0.0723693	0.178479	0.405479	1.7183099999999998e-05	2196	177.294	2018.71		164	29.1977	134.80200000000002			0.08093600000000001	1.54986:2.22657:0.930962:1.67541:0.620223:1	0.591918(0.474506:0.420395:0.880853)	-3125.77			
811	ENSEEUP00000009431.1-ENSOANP00000011867.2	MA	0.29840900000000004	0.443592	0.672709	4.7574499999999997e-05	4062	263.42400000000004	3798.58		965	90.1831	874.817			0.307824	1.43713:1.43895:1.18801:1.43848:0.451463:1	0.575678(0.482283:0.300525:0.944226)	-7313.2			
812	ENSEEUP00000013797.1-ENSOANP00000026064.2	MA	0.139915	0.5305449999999999	0.26371999999999995	2.4623400000000003e-26	2742	178.22400000000002	2563.78		384	80.1059	303.894			0.165305	1.44718:1.05163:0.56648:1.05298:0.56885:1	0.566611(0.453177:0.364548:0.882107)	-4385.58			
813	ENSEEUP00000012472.1-ENSOANP00000000638.3	MA	0.053505899999999995	0.18690299999999999	0.28627600000000003	1.07319e-06	1887	126.068	1760.93		109	21.8056	87.1944			0.062418100000000004	1.09629:3.71406:0.487953:2.06215:1.0036:1	0.596227(0.497851:0.340258:0.950573)	-2571.63			
814	ENSEEUP00000006082.1-ENSOANP00000011782.3	MA	0.04990530000000001	0.0431508	1.1565299999999998	0.833633	1911	138.709	1772.29		90	5.70447	84.2955			0.049415	1.18367:1.43484:0.945001:1.45199:0.186439:1	0.665882(0.597331:0.400314:1)	-2520.88			
815	ENSEEUP00000007607.1-ENSOANP00000005262.3	MA	0.0636869	0.0789031	0.807154	0.463765	1998	140.681	1857.32		122	10.4664	111.53399999999999			0.0647583	0.929237:1.0557:0.853658:1.25134:0.468663:1	0.558521(0.470937:0.309609:0.895018)	-2744.81			
816	ENSEEUP00000008459.1-ENSOANP00000023239.2	MA	0.020372	0.0260944	0.780704	0.47187299999999993	1731	129.45	1601.55		35	3.28366	31.7163			0.020799900000000003	0.894417:2.12728:0.748254:2.24036:0.0827638:1	0.520262(0.419547:0.297378:0.843862)	-2094.21			
817	ENSEEUP00000008182.1-ENSOANP00000020724.1	MA	0.110919	0.271465	0.408593	3.82363e-09	2457	224.571	2232.43		270	53.3411	216.65900000000002			0.125593	1.09536:0.991745:0.815064:1.09051:0.55648:1	0.709677(0.612903:0.526882:0.989247)	-3706.82			
818	ENSEEUP00000006245.1-ENSOANP00000015610.1	MA	0.0261887	0.054836199999999995	0.47758100000000003	0.060700699999999996	1743	124.661	1618.34		48	6.666760000000001	41.3332			0.028237599999999998	1.40654:1.47229:1.06477:1.79169:0.268221:1	0.598822(0.480031:0.3702:0.946237)	-2153.86			
819	ENSEEUP00000006039.1-ENSOANP00000020515.3	MA	0.132923	0.242758	0.547552	0.00026873099999999997	2229	185.275	2043.72		278	39.4892	238.511			0.142052	1.09233:1.17665:0.878817:1.27408:0.414309:1	0.66275(0.578982:0.424282:0.984987)	-3465.27			
820	ENSEEUP00000005689.1-ENSOANP00000008830.2	MA	0.0470089	0.027435200000000003	1.71345	0.428833	1797	95.8383	1701.16		79	2.51478	76.4852			0.0459649	0.800327:0.968308:0.891634:1.02606:0.584429:1	0.549617(0.451962:0.29161:0.905277)	-2323.05			
821	ENSEEUP00000002925.1-ENSOANP00000020450.2	MA	0.19638599999999998	0.48198900000000006	0.407449	2.07699e-12	3075	162.269	2912.73		533	64.1107	468.889			0.211457	1.58396:1.45258:1.10132:1.44325:0.559867:1	0.591336(0.536123:0.286344:0.951542)	-5068.08			
822	ENSEEUP00000013899.1-ENSOANP00000020837.2	MA	0.0380293	0.0686566	0.553906	0.11594600000000001	1884	111.084	1772.92		72	7.3168	64.6832			0.0398351	1.347:1.44007:1.30423:1.37815:0.621468:1	0.559585(0.476684:0.295337:0.906736)	-2405.97			
823	ENSEEUP00000002939.1-ENSOANP00000012476.2	MA	0.0394829	0.030015800000000002	1.3154	0.623462	1770	130.275	1639.72		66	3.7593099999999997	62.2407			0.0387861	1.49731:2.02887:1.96807:2.04881:0.949547:1	0.572125(0.489035:0.296053:0.931287)	-2270.15			
824	ENSEEUP00000002512.1-ENSOANP00000000441.2	MA	0.028379	0.08300160000000001	0.341909	0.00248986	1779	135.27	1643.73		56	10.8639	45.1361			0.0325323	1.2684:1.28019:1.39923:1.47112:0.894691:1	0.622933(0.552:0.3424:0.9744)	-2241.28			
825	ENSEEUP00000010706.1-ENSOANP00000007937.2	MA	0.04675530000000001	0.04635159999999999	1.00871	0.9986299999999999	1815	127.87799999999999	1687.12		82	5.731	76.26899999999999			0.046726800000000006	0.541964:0.538295:0.487934:0.767883:0.282561:1	0.61448(0.483075:0.433709:0.926657)	-2383.03			
826	ENSEEUP00000002029.1-ENSOANP00000015589.2	MA	0.19572699999999998	0.374589	0.52251	1.0251100000000001e-10	3228	351.14	2876.86		572	108.315	463.685			0.21518299999999999	0.76441:1.5387:0.575635:1.06782:0.29065:1	0.716032(0.637883:0.510678:0.999536)	-5490.56			
827	ENSEEUP00000004823.1-ENSOANP00000022813.2	MA	0.12056700000000001	0.32064000000000004	0.376021	1.07925e-10	2415	197.142	2217.86		287	54.8732	232.127			0.1369	0.797143:0.906871:0.619992:0.798559:0.251725:1	0.565001(0.470991:0.399678:0.824335)	-3750.66			
828	ENSEEUP00000012434.1-ENSOANP00000015637.1	MA	0.05741040000000001	0.0996043	0.576385	0.049663	1971	134.819	1836.18		111	12.5422	98.4578			0.0602965	0.152213:1.07812:0.810668:1.14067:0.471209:1	0.610162(0.478975:0.419842:0.931669)	-2643.76			
829	ENSEEUP00000005140.1-ENSOANP00000008376.2	MA	0.0597399	0.16892100000000002	0.35365599999999997	1.25181e-05	2013	144.47	1868.53		125	22.4252	102.575			0.06757569999999999	0.69984:1.44315:0.377814:1.11354:0.132125:1	0.650025(0.506706:0.443368:1)	-2766.89			
830	ENSEEUP00000003652.1-ENSOANP00000010794.1	MA	0.06479410000000001	0.113601	0.570365	0.0236847	1989	154.09799999999998	1834.9		127	16.2997	110.7			0.0685754	0.888184:1.12386:0.583046:1.0693:0.0594552:1	0.634992(0.508296:0.396682:1)	-2754.4			
831	ENSEEUP00000013200.1-ENSOANP00000007970.2	MA	0.198077	0.399441	0.495885	4.51616e-07	3033	160.061	2872.94		522	52.7237	469.276			0.20870300000000003	1.16307:1.15647:0.951368:1.15777:0.378675:1	0.586703(0.487132:0.308364:0.964614)	-5044.6			
832	ENSEEUP00000007797.1-ENSOANP00000016345.2	MA	0.037478899999999996	0.0414149	0.90496	0.6504220000000001	1839	152.691	1686.31		67	6.09405	60.9059			0.0378057	0.755301:1.29536:0.499473:1.0775:0.208156:1	0.545263(0.472957:0.310127:0.852704)	-2364.67			
833	ENSEEUP00000012726.1-ENSOANP00000021492.1	MA	0.0546825	0.0239052	2.28747	0.05374630000000001	1854	199.418	1654.58		91	4.55471	86.4453			0.0513721	0.590876:1.54302:0.47887:1.73353:0.184139:1	0.658576(0.567961:0.407767:1)	-2456.92			
834	ENSEEUP00000012206.1-ENSOANP00000009853.2	MA	0.101735	0.298054	0.341331	2.69399e-09	2160	145.798	2014.2		220	38.4918	181.50799999999998			0.11498599999999999	0.834084:1.34575:0.577868:1.17235:0.250069:1	0.616344(0.483226:0.40129:0.964516)	-3230.64			
