	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
232	ENSHGLP00100019641|ENSHGLG00100014482|ENSHGLT00100019848|protein_coding|PAK1|p21-ENSMODP00000006251|ENSMODG00000005078|ENSMODT00000006381|protein_coding|PAK1|p21	MA	0.0125819	0.0189917	0.6624939999999999	0.26313400000000003	1632	117.01700000000001	1514.98		21	2.19273	18.8073			0.0130415	1.88715:2.02698:1.5109:1.98278:0.01:1	0.636086(0.522936:0.387156:0.998165)	-1897.47			
233	ENSHGLP00100006711|ENSHGLG00100005038|ENSHGLT00100006802|protein_coding|HAS2|hyaluronan-ENSMODP00000002664|ENSMODG00000002192|ENSMODT00000002719|protein_coding|HAS2|hyaluronan	MA	0.029960900000000002	0.0203814	1.47002	0.789351	1656	155.496	1500.5		46	3.02923	42.9708			0.029061400000000005	0.888555:1.81293:0.686597:2.08944:0.0949279:1	0.605184(0.4566:0.360759:0.998192)	-2060.06			
234	ENSHGLP00100023136|ENSHGLG00100017000|ENSHGLT00100023376|protein_coding|AMFR|autocrine-ENSMODP00000016709|ENSMODG00000013364|ENSMODT00000017019|protein_coding||autocrine	MA	0.044613599999999996	0.09299550000000001	0.479739	0.0103616	1773	165.995	1607.01		83	14.7049	68.2951			0.04914330000000001	1.13603:1.09697:0.916698:1.17379:0.489334:1	0.649182(0.554992:0.392555:1)	-2376.44			
235	ENSHGLP00100011740|ENSHGLG00100008713|ENSHGLT00100011877|protein_coding|RNF139|ring-ENSMODP00000002256|ENSMODG00000001847|ENSMODT00000002301|protein_coding|RNF139|ring	MA	0.0506021	0.07051389999999999	0.717619	0.321759	1821	151.588	1669.41		89	9.99664	79.0034			0.0522596	1.16023:3.75918:0.350245:2.22118:0.377259:1	0.612116(0.484375:0.353618:0.998355)	-2409.12			
236	ENSHGLP00100001118|ENSHGLG00100000891|ENSHGLT00100001153|protein_coding|METTL3|methyltransferase-ENSMODP00000007543|ENSMODG00000006085|ENSMODT00000007694|protein_coding|METTL3|methyltransferase	MA	0.0346833	0.129669	0.26747600000000005	6.58503e-06	1740	131.964	1608.04		69	16.1999	52.8001			0.04188719999999999	1.79087:1.81468:1.80302:1.79953:1.07478:1	0.664372(0.564544:0.430293:0.998279)	-2262.62			
237	ENSHGLP00100022854|ENSHGLG00100016804|ENSHGLT00100023091|protein_coding|COL4A3BP|collagen-ENSMODP00000002565|ENSMODG00000002107|ENSMODT00000002619|protein_coding|COL4A3BP|collagen	MA	0.018652900000000004	0.09488939999999998	0.196575	6.24987e-05	1641	105.318	1535.68		37	9.56976	27.4302			0.0235457	2.21871:2.17479:1.8618:2.04428:0.304213:1	0.636557(0.528285:0.383212:0.998175)	-1992.07			
238	ENSHGLP00100006920|ENSHGLG00100005191|ENSHGLT00100007012|protein_coding|PCK1|phosphoenolpyruvate-ENSMODP00000020614|ENSMODG00000016512|ENSMODT00000020979|protein_coding|PCK1|phosphoenolpyruvate	MA	0.065291	0.180674	0.361375	1.6566700000000002e-05	1866	149.882	1716.12		127	24.7194	102.281			0.0745589	0.620952:1.30064:0.502695:1.07781:0.0666994:1	0.644997(0.524077:0.41252:0.998395)	-2597.95			
239	ENSHGLP00100010915|ENSHGLG00100008108|ENSHGLT00100011041|protein_coding-ENSMODP00000009106|ENSMODG00000007343|ENSMODT00000009286|protein_coding||RAD54	MA	0.138598	0.312365	0.44370600000000004	1.3499700000000002e-06	2418	152.901	2265.1		317	41.8585	275.14099999999996			0.149586	1.49682:1.52206:1.29811:1.54734:0.642729:1	0.614686(0.497525:0.348391:0.998144)	-3806.76			
240	ENSHGLP00100022434|ENSHGLG00100016499|ENSHGLT00100022667|protein_coding|KAT5|lysine-ENSMODP00000011971|ENSMODG00000009581|ENSMODT00000012195|protein_coding|KAT5|lysine	MA	0.00557181	0.0361041	0.154326	0.00120638	1539	117.166	1421.83		12	4.17713	7.82287			0.00789627	9.14008:11.4817:12.8945:15.4347:4.09669:1	0.634503(0.498051:0.405458:1)	-1782.08			
241	ENSHGLP00100007483|ENSHGLG00100005600|ENSHGLT00100007579|protein_coding|USP10|ubiquitin-ENSMODP00000005820|ENSMODG00000004726|ENSMODT00000005943|protein_coding	MA	0.11598599999999999	0.22183899999999998	0.522837	0.00018225900000000002	2340	182.22099999999998	2157.78		260	36.1552	223.845			0.12422899999999999	1.03575:1.56097:0.438845:1.28569:0.322893:1	0.659624(0.5621:0.418054:0.99872)	-3554.41			
242	ENSHGLP00100024862|ENSHGLG00100018254|ENSHGLT00100025117|protein_coding|MAP4K1|mitogen-activated-ENSMODP00000016644|ENSMODG00000013308|ENSMODT00000016949|protein_coding|MAP4K1|mitogen-activated	MA	0.12917	0.279465	0.46220500000000003	9.09216e-08	2442	236.248	2205.75		309	58.1328	250.86700000000002			0.14371	0.956901:1.63131:0.522717:1.14025:0.241854:1	0.683027(0.590798:0.459509:0.998773)	-3846.13			
243	ENSHGLP00100003507|ENSHGLG00100002669|ENSHGLT00100003567|protein_coding|RBBP5|RB-ENSMODP00000002093|ENSMODG00000001708|ENSMODT00000002136|protein_coding|RBBP5|RB	MA	0.00434143	0.00011209200000000001	38.7308	0.61549	1500	119.07	1380.93		6	0.013327799999999999	5.986669999999999			0.00400571	0.242491:0.380018:0.33726:0.504364:0.01:1	0.657685(0.561876:0.413174:0.998004)	-1687.67			
244	ENSHGLP00100002858|ENSHGLG00100002206|ENSHGLT00100002913|protein_coding|CLPB|ClpB-ENSMODP00000032549|ENSMODG00000007937|ENSMODT00000034133|protein_coding|CLPB|ClpB	MA	0.08907589999999999	0.16048800000000002	0.555031	0.0063767	2004	169.247	1834.75		175	24.9397	150.06			0.0951069	1.59747:1.82587:1.19648:1.74708:0.544317:1	0.659691(0.573991:0.406577:0.998505)	-2932.18			
245	ENSHGLP00100019394|ENSHGLG00100014302|ENSHGLT00100019596|protein_coding|ATP13A2|ATPase-ENSMODP00000003396|ENSMODG00000002793|ENSMODT00000003467|protein_coding|ATP13A2|ATPase	MA	0.273013	0.303191	0.900466	0.260294	3462	423.68300000000005	3038.32		762	102.18	659.82			0.276706	0.791747:1.68088:0.392231:1.40639:0.503271:1	0.66811(0.579654:0.425541:0.999134)	-6237.74			
246	ENSHGLP00100002201|ENSHGLG00100001718|ENSHGLT00100002249|protein_coding|NBR1|NBR1-ENSMODP00000018942|ENSMODG00000015157|ENSMODT00000019284|protein_coding|NBR1|NBR1	MA	0.179298	0.40728000000000003	0.440233	2.15134e-12	2919	241.495	2677.5		488	82.9799	405.02			0.19816	1.48425:1.67145:1.10931:1.53157:0.647427:1	0.67026(0.589322:0.422485:0.998973)	-4890.02			
247	ENSHGLP00100025212|ENSHGLG00100018496|ENSHGLT00100025469|protein_coding|EIF2B5|eukaryotic-ENSMODP00000003890|ENSMODG00000003196|ENSMODT00000003976|protein_coding|EIF2B5|eukaryotic	MA	0.09979249999999999	0.223512	0.446475	2.4118000000000002e-05	2064	172.234	1891.77		205	34.7225	170.278			0.110116	0.673782:1.1006:0.284845:0.911622:0.201806:1	0.648983(0.574128:0.37282:1)	-3070.7			
248	ENSHGLP00100025291|ENSHGLG00100018553|ENSHGLT00100025548|protein_coding|KLHL31|kelch-ENSMODP00000023445|ENSMODG00000018798|ENSMODT00000023861|protein_coding|KLHL31|kelch	MA	0.07481089999999999	0.170707	0.438242	0.000335509	1884	140.565	1743.43		143	22.2204	120.78			0.08196569999999999	2.16343:2.40342:1.54433:2.12368:0.281173:1	0.638315(0.508744:0.40779:0.99841)	-2669.24			
249	ENSHGLP00100007423|ENSHGLG00100005557|ENSHGLT00100007519|protein_coding|NPRL3|NPR3-ENSMODP00000020752|ENSMODG00000016627|ENSMODT00000021119|protein_coding|NPRL3|NPR3	MA	0.0442648	0.0620203	0.713715	0.21446199999999999	1698	155.14	1542.86		75	9.26173	65.7383			0.045887	1.50628:1.83454:1.02718:1.62456:0.0603495:1	0.648148(0.555556:0.390653:0.998236)	-2226.84			
250	ENSHGLP00100011548|ENSHGLG00100008566|ENSHGLT00100011684|protein_coding|EYA1|EYA-ENSMODP00000009035|ENSMODG00000007286|ENSMODT00000009212|protein_coding|EYA1|EYA	MA	0.0242045	0.0569217	0.425225	0.0386288	1557	111.221	1445.78		40	6.12787	33.8721			0.0265416	1.02348:1.065:0.896156:1.28128:0.308933:1	0.658654(0.504808:0.473077:0.998077)	-1935.82			
251	ENSHGLP00100022638|ENSHGLG00100016643|ENSHGLT00100022873|protein_coding|PRKAA2|protein-ENSMODP00000004388|ENSMODG00000003591|ENSMODT00000004481|protein_coding|PRKAA2|protein	MA	0.0299675	0.03621130000000001	0.827572	0.558991	1593	118.09	1474.91		47	4.14604	42.854			0.0304303	2.12387:2.06762:2.09633:2.21777:0.737577:1	0.634712(0.517857:0.388158:0.99812)	-2012.45			
252	ENSHGLP00100007804|ENSHGLG00100005814|ENSHGLT00100007901|protein_coding|ARPP21|cAMP-ENSMODP00000002815|ENSMODG00000002309|ENSMODT00000002871|protein_coding|ARPP21|cAMP	MA	0.146979	0.17931	0.8196950000000001	0.21063099999999998	2466	222.06099999999998	2243.94		322	34.6869	287.313			0.149891	0.448408:1.00958:0.242811:1.08864:0.178736:1	0.678412(0.555286:0.481166:0.998785)	-3856.29			
253	ENSHGLP00100013131|ENSHGLG00100009720|ENSHGLT00100013282|protein_coding|MLH1|mutL-ENSMODP00000016698|ENSMODG00000013353|ENSMODT00000017007|protein_coding|MLH1|mutL	MA	0.129186	0.121281	1.06518	0.822224	2193	217.358	1975.64		251	23.498	227.502			0.128403	0.674065:1.35969:0.37801:1.57914:0.251308:1	0.650046(0.553962:0.397541:0.998634)	-3359.22			
254	ENSHGLP00100022000|ENSHGLG00100016198|ENSHGLT00100022228|protein_coding|HDAC6|histone-ENSMODP00000012731|ENSMODG00000010166|ENSMODT00000012964|protein_coding|HDAC6|histone	MA	0.260239	0.45959799999999995	0.566232	3.98513e-09	3132	297.312	2834.69		688	107.522	580.4780000000001			0.27916399999999997	0.805215:1.77545:0.471514:1.09013:0.173599:1	0.69362(0.63445:0.44689:0.999522)	-5583.45			
255	ENSHGLP00100020177|ENSHGLG00100014875|ENSHGLT00100020390|protein_coding|SYVN1|synoviolin-ENSMODP00000032861|ENSMODG00000010088|ENSMODT00000034440|protein_coding|SYVN1|synoviolin	MA	0.0581155	0.08035110000000001	0.72327	0.21292600000000003	1758	219.84900000000002	1538.15		101	16.6659	84.3341			0.0608962	0.6683:1.76793:0.0590005:1.1814:0.165886:1	0.683135(0.58092:0.470187:0.998296)	-2396.17			
256	ENSHGLP00100000179|ENSHGLG00100000153|ENSHGLT00100000203|protein_coding|MCM10|minichromosome-ENSMODP00000021033|ENSMODG00000016851|ENSMODT00000021403|protein_coding|MCM10|minichromosome	MA	0.17336500000000002	0.502804	0.344796	4.1712300000000006e-18	2607	182.43099999999998	2424.57		426	76.3106	349.689			0.196418	0.696719:1.3332:0.328733:1.00619:0.450073:1	0.65364(0.545402:0.416667:0.998851)	-4292.87			
257	ENSHGLP00100018020|ENSHGLG00100013286|ENSHGLT00100018210|protein_coding|RIPOR1|RHO-ENSMODP00000007235|ENSMODG00000005845|ENSMODT00000007383|protein_coding|RIPOR1|RHO	MA	0.17916500000000002	0.290418	0.616921	0.000129269	2826	273.598	2552.4		457	67.65100000000001	389.349			0.189936	0.632724:0.721353:0.504247:0.753409:0.275004:1	0.693885(0.601273:0.481442:0.99894)	-4697.11			
258	ENSHGLP00100022723|ENSHGLG00100016708|ENSHGLT00100022959|protein_coding|CTC1|CST-ENSMODP00000009789|ENSMODG00000007871|ENSMODT00000009981|protein_coding|CTC1|CST	MA	0.28343	0.40012800000000004	0.708349	7.6469e-05	3588	389.20099999999996	3198.8		833	122.10799999999999	710.8919999999999			0.296089	1.04573:1.92277:0.442101:1.26654:0.542179:1	0.684489(0.596491:0.457393:0.999582)	-6551.56			
259	ENSHGLP00100006464|ENSHGLG00100004847|ENSHGLT00100006551|protein_coding|RECQL5|RecQ-ENSMODP00000009347|ENSMODG00000007532|ENSMODT00000009531|protein_coding|RECQL5|RecQ	MA	0.19102	0.29720100000000005	0.642731	0.0009636730000000001	2865	220.968	2644.03		480	55.2315	424.769			0.19921	1.29302:1.55616:0.849349:1.34825:0.369184:1	0.663354(0.551778:0.439331:0.998954)	-4789.64			
260	ENSHGLP00100009900|ENSHGLG00100007344|ENSHGLT00100010015|protein_coding||general-ENSMODP00000008117|ENSMODG00000006540|ENSMODT00000008281|protein_coding|GTF2H1|general	MA	0.0340271	0.0560255	0.607351	0.23809499999999997	1641	101.68799999999999	1539.31		56	5.493519999999999	50.5065			0.0353903	1.13685:1.92896:0.659031:1.49677:0.140906:1	0.620134(0.504562:0.357664:0.998175)	-2072.15			
261	ENSHGLP00100013130|ENSHGLG00100009720|ENSHGLT00100013281|protein_coding|MLH1|mutL-ENSMODP00000016697|ENSMODG00000013353|ENSMODT00000017006|protein_coding|MLH1|mutL	MA	0.13956	0.173902	0.80252	0.19533499999999998	2235	214.475	2020.52		282	32.9426	249.05700000000002			0.14285499999999998	0.942476:1.42525:0.624595:1.68361:0.400387:1	0.651475(0.550268:0.405496:0.99866)	-3499.48			
262	ENSHGLP00100007901|ENSHGLG00100005891|ENSHGLT00100007999|protein_coding|MSH4|mutS-ENSMODP00000023832|ENSMODG00000019094|ENSMODT00000024256|protein_coding|MSH4|mutS	MA	0.208042	0.311771	0.667289	0.00120737	2781	243.136	2537.86		502	63.0242	438.976			0.21711	0.845923:1.40609:0.48712:1.63243:0.592871:1	0.641703(0.497845:0.427802:0.999461)	-4735.54			
263	ENSHGLP00100005577|ENSHGLG00100004226|ENSHGLT00100005659|protein_coding|TNFAIP3|TNF-ENSMODP00000021739|ENSMODG00000017417|ENSMODT00000022117|protein_coding|TNFAIP3|TNF	MA	0.10813299999999999	0.25151999999999997	0.429918	7.64961e-06	2082	144.384	1937.62		220	32.499	187.50099999999998			0.118077	1.20879:1.43878:1.1315:1.37434:0.656522:1	0.644604(0.506475:0.428058:0.999281)	-3190.67			
264	ENSHGLP00100007174|ENSHGLG00100005383|ENSHGLT00100007268|protein_coding|APBB1|amyloid-ENSMODP00000023186|ENSMODG00000018585|ENSMODT00000023599|protein_coding|APBB1|amyloid	MA	0.11271099999999999	0.193468	0.582585	0.00207221	2103	208.101	1894.9		227	36.0042	190.99599999999998			0.12070299999999999	0.8423:0.79725:0.643003:0.944547:0.304025:1	0.698006(0.614672:0.480769:0.998575)	-3207.83			
265	ENSHGLP00100011142|ENSHGLG00100008280|ENSHGLT00100011272|protein_coding|FOXO3|forkhead-ENSMODP00000022440|ENSMODG00000017994|ENSMODT00000022830|protein_coding||forkhead	MA	0.06324439999999999	0.0705578	0.896349	0.719571	1836	148.194	1687.81		112	9.99225	102.008			0.0638347	1.85881:3.18399:0.978394:2.68779:0.155233:1	0.677814(0.522838:0.512235:0.998369)	-2451.88			
266	ENSHGLP00100024183|ENSHGLG00100017755|ENSHGLT00100024429|protein_coding-ENSMODP00000013221|ENSMODG00000010549|ENSMODT00000013463|protein_coding|RPA1|replication	MA	0.08343760000000001	0.213363	0.391059	3.92336e-05	1839	121.87100000000001	1717.13		154	23.6563	130.344			0.09204780000000001	1.10829:1.03342:0.802511:1.12123:0.299983:1	0.629479(0.493485:0.395765:0.999186)	-2639.24			
267	ENSHGLP00100023114|ENSHGLG00100016987|ENSHGLT00100023354|protein_coding|RAD54L|RAD54-ENSMODP00000002477|ENSMODG00000002032|ENSMODT00000002529|protein_coding|RAD54L|RAD54	MA	0.16483	0.24434	0.674592	0.00965737	2232	204.695	2027.31		332	43.2225	288.777			0.172122	1.01373:1.13452:0.818797:1.19396:0.572715:1	0.663535(0.567114:0.424832:0.998658)	-3662.26			
268	ENSHGLP00100016119|ENSHGLG00100011898|ENSHGLT00100016296|protein_coding|PMS2|PMS1-ENSMODP00000010163|ENSMODG00000008178|ENSMODT00000010359|protein_coding|PMS2|PMS1	MA	0.19121400000000002	0.331941	0.576048	9.81484e-05	2559	177.22099999999998	2381.78		431	49.303000000000004	381.69699999999995			0.20096	0.744665:1.48274:0.418237:1.28486:0.518514:1	0.62783(0.505269:0.379391:0.998829)	-4240.26			
269	ENSHGLP00100006384|ENSHGLG00100004782|ENSHGLT00100006471|protein_coding|NDNF|neuron-ENSMODP00000023631|ENSMODG00000018940|ENSMODT00000024051|protein_coding|NDNF|neuron	MA	0.0562227	0.20173	0.278702	9.34074e-07	1704	108.78200000000001	1595.22		105	20.6409	84.3591			0.06551180000000001	1.80569:1.86054:1.55379:1.70587:0.549334:1	0.626538(0.50703:0.374341:0.998243)	-2353.68			
270	ENSHGLP00100008621|ENSHGLG00100006419|ENSHGLT00100008722|protein_coding|RORA|RAR-ENSMODP00000014431|ENSMODG00000011532|ENSMODT00000014697|protein_coding|RORA|RAR	MA	0.011498999999999999	0.029538099999999998	0.38929400000000003	0.203362	1398	81.0257	1316.97		17	2.32003	14.68			0.0125445	0.901286:0.786886:0.561436:0.656701:0.145114:1	0.621699(0.505353:0.361884:0.997859)	-1651.27			
271	ENSHGLP00100002860|ENSHGLG00100002208|ENSHGLT00100002915|protein_coding|RUVBL2|RuvB-ENSMODP00000017206|ENSMODG00000013763|ENSMODT00000017525|protein_coding|RUVBL2|RuvB	MA	0.00471626	0.0314833	0.149802	0.00170326	1389	141.709	1247.29		10	4.31309	5.68691			0.007447100000000001	20.8292:18.7364:23.7069:24.9464:0.01:1	0.647629(0.53125:0.413793:0.997845)	-1560.43			
272	ENSHGLP00100025964|ENSHGLG00100019045|ENSHGLT00100026230|protein_coding||RuvB-ENSMODP00000009983|ENSMODG00000008018|ENSMODT00000010175|protein_coding|RUVBL1|RuvB	MA	0.00303613	0.014912799999999999	0.203592	0.0265976	1368	74.9528	1293.05		5	1.10809	3.8919099999999998			0.00368685	3.85475:3.621:1.74651:1.76101:0.01:1	0.635303(0.552516:0.35558:0.997812)	-1510.25			
273	ENSHGLP00100001369|ENSHGLG00100001085|ENSHGLT00100001406|protein_coding|PTGS2|prostaglandin-endoperoxide-ENSMODP00000014688|ENSMODG00000011721|ENSMODT00000014959|protein_coding|PTGS2|prostaglandin-endoperoxide	MA	0.09853660000000002	0.0990323	0.994994	0.884337	1812	159.882	1652.12		162	14.3596	147.64			0.0985803	0.595039:1.38619:0.328771:1.49728:0.197709:1	0.628926(0.521488:0.366942:0.998347)	-2656.68			
274	ENSHGLP00100025477|ENSHGLG00100018688|ENSHGLT00100025737|protein_coding|SRC|SRC-ENSMODP00000000300|ENSMODG00000000247|ENSMODT00000000304|protein_coding|SRC|SRC	MA	0.0110884	0.0136507	0.812291	0.496829	1437	124.895	1312.11		16	1.6782599999999999	14.3217			0.011311100000000001	1.76254:1.63004:1.31345:1.85047:0.01:1	0.646528(0.525:0.416667:0.997917)	-1700.66			
275	ENSHGLP00100015730|ENSHGLG00100011612|ENSHGLT00100015901|protein_coding|NOD2|nucleotide-ENSMODP00000016381|ENSMODG00000013087|ENSMODT00000016683|protein_coding|NOD2|nucleotide	MA	0.206686	0.348472	0.593122	1.16377e-05	2622	257.152	2364.85		476	73.7466	402.25300000000004			0.220592	0.692858:1.61419:0.228067:0.962107:0.302572:1	0.664(0.6:0.393143:0.998857)	-4489.1			
276	ENSHGLP00100001246|ENSHGLG00100000986|ENSHGLT00100001282|protein_coding|EDEM1|ER-ENSMODP00000005614|ENSMODG00000004556|ENSMODT00000005733|protein_coding|EDEM1|ER	MA	0.069686	0.122671	0.56807	0.0410539	1704	122.946	1581.05		117	14.0875	102.912			0.073509	1.11749:1.37369:0.975355:1.25801:0.424977:1	0.637961(0.533392:0.38225:0.998243)	-2398.65			
277	ENSHGLP00100007322|ENSHGLG00100005486|ENSHGLT00100007418|protein_coding|NOD1|nucleotide-ENSMODP00000019080|ENSMODG00000015275|ENSMODT00000019424|protein_coding|NOD1|nucleotide	MA	0.222048	0.296026	0.750095	0.00902821	2808	310.724	2497.28		535	76.1188	458.881			0.23023400000000002	0.671824:1.15509:0.364616:1.04478:0.244298:1	0.665066(0.582177:0.414088:0.998933)	-4893.0			
278	ENSHGLP00100023389|ENSHGLG00100017188|ENSHGLT00100023630|protein_coding|MAPKAPK5|mitogen-activated-ENSMODP00000015223|ENSMODG00000012153|ENSMODT00000015507|protein_coding|MAPKAPK5|mitogen-activated	MA	0.0247675	0.050426099999999995	0.49116499999999996	0.0974768	1413	84.1779	1328.82		36	4.11265	31.8873			0.026296100000000003	0.641476:0.957114:0.872542:0.876386:0.854167:1	0.627472(0.541314:0.34322:0.997881)	-1743.68			
279	ENSHGLP00100016209|ENSHGLG00100011968|ENSHGLT00100016386|protein_coding|EXO1|exonuclease-ENSMODP00000008523|ENSMODG00000006877|ENSMODT00000008691|protein_coding|EXO1|exonuclease	MA	0.17331300000000002	0.605598	0.28618499999999997	1.98819e-22	2496	140.139	2355.86		408	70.2113	337.789			0.19758399999999998	1.54448:1.51406:1.17183:1.42516:0.262211:1	0.62565(0.483794:0.393758:0.9994)	-4090.5			
280	ENSHGLP00100012084|ENSHGLG00100008957|ENSHGLT00100012226|protein_coding|BRIP1|BRCA1-ENSMODP00000017819|ENSMODG00000014258|ENSMODT00000018148|protein_coding|BRIP1|BRCA1	MA	0.188836	0.391754	0.48202700000000004	1.94375e-07	2547	162.236	2384.76		431	53.3055	377.695			0.201762	1.15995:1.50513:0.81426:1.41108:0.502049:1	0.623871(0.501767:0.369847:1)	-4245.71			
281	ENSHGLP00100020116|ENSHGLG00100014828|ENSHGLT00100020329|protein_coding|HNRNPK|heterogeneous-ENSMODP00000010452|ENSMODG00000008402|ENSMODT00000010656|protein_coding|HNRNPK|heterogeneous	MA					1320	87.6933	1232.31		0						0.397706:0.368135:0.473428:0.47879:0.351876:1	0.668934(0.54195:0.46712:0.997732)	-1438.69			
282	ENSHGLP00100010268|ENSHGLG00100007633|ENSHGLT00100010391|protein_coding|DDX11|DEAD/H-box-ENSMODP00000022909|ENSMODG00000018370|ENSMODT00000023314|protein_coding|DDX11|DEAD/H-box	MA	0.163793	0.189088	0.866225	0.318918	2334	229.24599999999998	2104.75		332	37.0825	294.91700000000003			0.166278	0.948057:1.67397:0.241713:1.41385:0.293753:1	0.655428(0.585878:0.385496:0.994911)	-3744.65			
283	ENSHGLP00100012546|ENSHGLG00100009293|ENSHGLT00100012690|protein_coding|FZD5|frizzled-ENSMODP00000019903|ENSMODG00000015949|ENSMODT00000020259|protein_coding|FZD5|frizzled	MA	0.0721169	0.08579919999999999	0.8405309999999999	0.46243100000000004	1734	206.639	1527.36		119	16.4986	102.501			0.07374739999999999	1.80347:3.16583:1.03409:2.93152:0.349081:1	0.674727(0.527634:0.498273:0.998273)	-2449.79			
284	ENSHGLP00100021526|ENSHGLG00100015843|ENSHGLT00100021752|protein_coding|AOC1|amine-ENSMODP00000004538|ENSMODG00000003706|ENSMODT00000004638|protein_coding|AOC1|amine	MA	0.171198	0.24650100000000003	0.694512	0.018054499999999998	2265	201.75799999999998	2063.24		347	42.8274	304.173			0.17790599999999998	0.689185:0.970257:0.435993:0.999435:0.173009:1	0.658289(0.551587:0.424603:0.998677)	-3746.49			
285	ENSHGLP00100003757|ENSHGLG00100002861|ENSHGLT00100003817|protein_coding|CHEK1|checkpoint-ENSMODP00000005092|ENSMODG00000004135|ENSMODT00000005202|protein_coding|CHEK1|checkpoint	MA	0.0232553	0.0517072	0.449751	0.0637764	1428	105.75	1322.25		35	5.2842199999999995	29.7158			0.025362299999999997	0.970014:1.53088:0.974197:1.71171:0.447216:1	0.62369(0.51153:0.361635:0.997904)	-1754.52			
286	ENSHGLP00100001161|ENSHGLG00100000919|ENSHGLT00100001196|protein_coding|STK39|serine/threonine-ENSMODP00000009387|ENSMODG00000007566|ENSMODT00000009571|protein_coding|STK39|serine/threonine	MA	0.0154769	0.0189729	0.815736	0.339688	1422	121.564	1300.44		22	2.26189	19.7381			0.0157758	3.24751:3.17138:3.34101:3.99552:1.22158:1	0.642807(0.553684:0.376842:0.997895)	-1685.16			
287	ENSHGLP00100012705|ENSHGLG00100009410|ENSHGLT00100012851|protein_coding|ERN2|endoplasmic-ENSMODP00000035405|ENSMODG00000006717|ENSMODT00000036991|protein_coding|ERN2|endoplasmic	MA	0.201467	0.295164	0.6825600000000001	0.00162215	2712	278.51099999999997	2433.49		483	69.3581	413.642			0.211089	0.985104:1.24767:0.732339:1.05967:0.378132:1	0.695028(0.613812:0.471823:0.999448)	-4659.19			
288	ENSHGLP00100018513|ENSHGLG00100013645|ENSHGLT00100018707|protein_coding|UBQLN4|ubiquilin-ENSMODP00000033786|ENSMODG00000016961|ENSMODT00000035370|protein_coding|UBQLN4|ubiquilin	MA	0.061338699999999996	0.0326226	1.88025	0.157817	1635	171.455	1463.55		92	5.39591	86.6041			0.0583274	1.12726:2.19065:0.619727:1.82665:0.16899:1	0.68315(0.586081:0.465201:0.998168)	-2174.97			
289	ENSHGLP00100007845|ENSHGLG00100005841|ENSHGLT00100007942|protein_coding|MAPKAP1|mitogen-activated-ENSMODP00000024683|ENSMODG00000019775|ENSMODT00000025119|protein_coding|MAPKAP1|mitogen-activated	MA	0.0474895	0.056551199999999996	0.8397600000000001	0.441201	1566	96.8427	1469.16		72	5.24032	66.7597			0.0480499	1.04211:1.29083:1.11723:1.51805:0.798156:1	0.62492(0.502868:0.373805:0.998088)	-2057.43			
290	ENSHGLP00100008365|ENSHGLG00100006215|ENSHGLT00100008464|protein_coding|FAAP100|FA-ENSMODP00000003240|ENSMODG00000002672|ENSMODT00000003308|protein_coding|FAAP100|FA	MA	0.20236700000000002	0.423771	0.47753900000000005	4.08152e-11	2640	248.125	2391.88		485	86.5549	398.445			0.223176	1.26319:2.41378:0.52362:1.18647:0.312057:1	0.69126(0.618048:0.456867:0.998865)	-4519.28			
291	ENSHGLP00100007180|ENSHGLG00100005388|ENSHGLT00100007274|protein_coding|MAG|myelin-ENSMODP00000017334|ENSMODG00000013859|ENSMODT00000017653|protein_coding|MAG|myelin	MA	0.09123250000000001	0.09712960000000001	0.9392860000000001	0.673505	1746	182.80599999999998	1563.19		148	16.3863	131.614			0.09184989999999998	1.62092:1.71642:1.32013:1.84208:0.396167:1	0.66781(0.562607:0.442539:0.998285)	-2553.83			
292	ENSHGLP00100001790|ENSHGLG00100001394|ENSHGLT00100001830|protein_coding|SYK|spleen-ENSMODP00000038180|ENSMODG00000019263|ENSMODT00000039780|protein_coding|SYK|spleen	MA	0.11101099999999998	0.10355	1.07206	0.8838870000000001	1884	139.803	1744.2		188	13.0781	174.922			0.11045799999999999	0.9872:1.03937:0.879728:1.20902:0.531547:1	0.642554(0.540541:0.388712:0.99841)	-2838.57			
293	ENSHGLP00100025456|ENSHGLG00100018672|ENSHGLT00100025716|protein_coding|SPIRE1|spire-ENSMODP00000026766|ENSMODG00000021426|ENSMODT00000027247|protein_coding|SPIRE1|spire	MA	0.080452	0.0739906	1.08733	0.8705959999999999	1764	150.161	1613.84		131	10.3264	120.67399999999999			0.079902	1.10236:1.42217:0.849432:1.58804:0.286722:1	0.644312(0.488115:0.44652:0.998302)	-2498.12			
