	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
303	ENSHGLP00100020175|ENSHGLG00100014875|ENSHGLT00100020388|protein_coding|SYVN1|synoviolin-ENSMODP00000032861|ENSMODG00000010088|ENSMODT00000034440|protein_coding|SYVN1|synoviolin	MA	0.060691999999999996	0.066541	0.912099	0.648105	1773	227.467	1545.53		103	14.3109	88.6891			0.0614424	0.563213:1.45899:0.118618:1.13942:0.147324:1	0.682995(0.577703:0.472973:0.998311)	-2422.74			
304	ENSHGLP00100001559|ENSHGLG00100001221|ENSHGLT00100001597|protein_coding|PRKG1|protein-ENSMODP00000020567|ENSMODG00000016471|ENSMODT00000020932|protein_coding|PRKG1|protein	MA	0.00161075	3.40594e-05	47.2923	0.504482	1413	173.99400000000003	1239.01		2	0.00592124	1.9940799999999999			0.0014165999999999998	0.01:0.01:5.71906:7.89449:0.01:1	0.622881(0.502119:0.368644:0.997881)	-1563.22			
305	ENSHGLP00100020417|ENSHGLG00100015049|ENSHGLT00100020632|protein_coding|SEMA3G|semaphorin-ENSMODP00000014345|ENSMODG00000011476|ENSMODT00000014611|protein_coding|SEMA3G|semaphorin	MA	0.129753	0.24874200000000002	0.521637	1.79181e-05	2268	225.734	2042.27		284	49.6559	234.34400000000002			0.141596	0.872193:0.982734:0.647936:0.894642:0.276025:1	0.686922(0.597094:0.464993:0.998679)	-3595.43			
306	ENSHGLP00100008228|ENSHGLG00100006118|ENSHGLT00100008327|protein_coding|ACVR2A|activin-ENSMODP00000004027|ENSMODG00000003295|ENSMODT00000004113|protein_coding|ACVR2A|activin	MA	0.025449400000000004	0.11016500000000001	0.231012	3.40346e-05	1539	106.331	1432.67		46	11.1852	34.8148			0.0313024	1.4032:1.784:1.33304:1.32856:0.626427:1	0.642672(0.539883:0.390078:0.998054)	-1955.18			
307	ENSHGLP00100014442|ENSHGLG00100010682|ENSHGLT00100014603|protein_coding|C6|complement-ENSMODP00000025382|ENSMODG00000020291|ENSMODT00000025833|protein_coding|C6|complement	MA	0.23957199999999998	0.535674	0.44723500000000005	4.70282e-12	2775	181.42700000000002	2593.57		560	75.743	484.25699999999995			0.258931	0.623135:0.857782:0.451407:0.994398:0.207972:1	0.63067(0.466523:0.426566:0.99892)	-4820.85			
308	ENSHGLP00100007220|ENSHGLG00100005415|ENSHGLT00100007314|protein_coding|MMP14|matrix-ENSMODP00000006509|ENSMODG00000005279|ENSMODT00000006644|protein_coding|MMP14|matrix	MA	0.0649136	0.126199	0.514376	0.0156686	1725	134.237	1590.76		112	15.7846	96.2154			0.0696828	1.94155:2.12529:1.54276:1.96897:0.447838:1	0.653736(0.539655:0.426724:0.994828)	-2417.69			
309	ENSHGLP00100006464|ENSHGLG00100004847|ENSHGLT00100006551|protein_coding|RECQL5|RecQ-ENSMODP00000009347|ENSMODG00000007532|ENSMODT00000009531|protein_coding|RECQL5|RecQ	MA	0.19102	0.29720100000000005	0.642731	0.0009636730000000001	2865	220.968	2644.03		480	55.2315	424.769			0.19921	1.29302:1.55616:0.849349:1.34825:0.369184:1	0.663354(0.551778:0.439331:0.998954)	-4789.64			
310	ENSHGLP00100005580|ENSHGLG00100004228|ENSHGLT00100005662|protein_coding|SAFB|scaffold-ENSMODP00000001484|ENSMODG00000001236|ENSMODT00000001516|protein_coding|SAFB|scaffold	MA	0.13334400000000002	0.348034	0.38313400000000003	3.05796e-11	2478	206.864	2271.14		310	59.5423	250.458			0.151266	1.63075:0.628766:0.421904:1.11161:0.312104:1	0.663442(0.533857:0.457678:0.998791)	-3707.75			
311	ENSHGLP00100011471|ENSHGLG00100008516|ENSHGLT00100011605|protein_coding|PTPN6|protein-ENSMODP00000022637|ENSMODG00000018156|ENSMODT00000023035|protein_coding|PTPN6|protein	MA	0.06794810000000001	0.046935500000000005	1.44769	0.549243	1782	116.62100000000001	1665.38		111	5.1215	105.87899999999999			0.06657289999999999	1.9377:2.20576:1.62777:2.2346:0.57195:1	0.633894(0.529412:0.37395:0.998319)	-2445.67			
312	ENSHGLP00100008129|ENSHGLG00100006049|ENSHGLT00100008228|protein_coding|MEIS1|Meis-ENSMODP00000004157|ENSMODG00000003396|ENSMODT00000004244|protein_coding|MEIS1|Meis	MA	0.00481008	9.620149999999999e-05	50.0	0.681959	1395	150.631	1244.37		6	0.014491	5.98551			0.00430108	0.01:0.01:0.524012:1.00775:0.01:1	0.677039(0.584764:0.448498:0.997854)	-1557.67			
313	ENSHGLP00100000125|ENSHGLG00100000114|ENSHGLT00100000149|protein_coding|FSHR|follicle-ENSMODP00000001525|ENSMODG00000001267|ENSMODT00000001557|protein_coding|FSHR|follicle	MA	0.11465299999999999	0.17022400000000001	0.6735399999999999	0.0456295	2064	161.382	1902.62		220	24.6065	195.393			0.118998	1.37125:1.93181:0.764339:1.81082:0.550228:1	0.614659(0.479681:0.365022:0.999274)	-3122.5			
314	ENSHGLP00100013130|ENSHGLG00100009720|ENSHGLT00100013281|protein_coding|MLH1|mutL-ENSMODP00000016697|ENSMODG00000013353|ENSMODT00000017006|protein_coding|MLH1|mutL	MA	0.13956	0.173902	0.80252	0.19533499999999998	2235	214.475	2020.52		282	32.9426	249.05700000000002			0.14285499999999998	0.942476:1.42525:0.624595:1.68361:0.400387:1	0.651475(0.550268:0.405496:0.99866)	-3499.48			
315	ENSHGLP00100004743|ENSHGLG00100003591|ENSHGLT00100004814|protein_coding|SLC6A3|solute-ENSMODP00000001627|ENSMODG00000001344|ENSMODT00000001661|protein_coding|SLC6A3|solute	MA	0.09068129999999999	0.106473	0.8516819999999999	0.40472199999999997	1857	187.28400000000002	1669.72		157	18.2704	138.73			0.09227389999999999	0.981483:1.44574:0.554913:1.17905:0.160946:1	0.640591(0.51371:0.409677:0.998387)	-2705.49			
316	ENSHGLP00100000290|ENSHGLG00100000251|ENSHGLT00100000318|protein_coding|IL6ST|interleukin-ENSMODP00000024349|ENSMODG00000019517|ENSMODT00000024779|protein_coding|IL6ST|interleukin	MA	0.200791	0.49837600000000004	0.40289	3.0549599999999996e-14	2751	186.72799999999998	2564.27		500	76.5375	423.462			0.22099000000000002	0.774158:1.021:0.673382:1.07262:0.462441:1	0.63907(0.496732:0.421569:0.998911)	-4684.68			
317	ENSHGLP00100005577|ENSHGLG00100004226|ENSHGLT00100005659|protein_coding|TNFAIP3|TNF-ENSMODP00000021739|ENSMODG00000017417|ENSMODT00000022117|protein_coding|TNFAIP3|TNF	MA	0.10813299999999999	0.25151999999999997	0.429918	7.64961e-06	2082	144.384	1937.62		220	32.499	187.50099999999998			0.118077	1.20879:1.43878:1.1315:1.37434:0.656522:1	0.644604(0.506475:0.428058:0.999281)	-3190.67			
318	ENSHGLP00100025304|ENSHGLG00100018567|ENSHGLT00100025563|protein_coding|SLC6A4|solute-ENSMODP00000012373|ENSMODG00000009884|ENSMODT00000012598|protein_coding|SLC6A4|solute	MA	0.07935360000000001	0.24488000000000001	0.32405100000000003	2.8896900000000002e-08	1887	147.86	1739.14		157	32.63	124.37			0.09232380000000001	0.35619:1.21402:0.174601:0.910682:0.312401:1	0.630688(0.462698:0.430952:0.998413)	-2714.64			
319	ENSHGLP00100024382|ENSHGLG00100017907|ENSHGLT00100024631|protein_coding|ITGB2|integrin-ENSMODP00000004230|ENSMODG00000003456|ENSMODT00000004319|protein_coding|ITGB2|integrin	MA	0.157614	0.354158	0.445039	8.597200000000001e-08	2289	168.265	2120.74		335	50.6879	284.312			0.172062	1.02243:1.04274:0.847633:1.01232:0.295749:1	0.659677(0.529489:0.449541:1)	-3739.58			
320	ENSHGLP00100012115|ENSHGLG00100008983|ENSHGLT00100012257|protein_coding|PIAS3|protein-ENSMODP00000028954|ENSMODG00000018747|ENSMODT00000030532|protein_coding|PIAS3|protein	MA	0.0728807	0.0828388	0.87979	0.5636180000000001	1842	209.149	1632.85		128	16.2671	111.73299999999999			0.07401139999999999	0.474363:1.26191:0.234442:1.21648:0.320905:1	0.684282(0.574797:0.479675:0.998374)	-2587.51			
321	ENSHGLP00100005894|ENSHGLG00100004451|ENSHGLT00100005977|protein_coding|KPNA6|karyopherin-ENSMODP00000021886|ENSMODG00000017528|ENSMODT00000022267|protein_coding|KPNA6|karyopherin	MA	0.041837400000000004	0.037099400000000005	1.12771	0.8128380000000001	1605	132.094	1472.91		64	4.71474	59.2853			0.041447500000000005	0.98035:1.14145:0.847433:1.25648:0.422367:1	0.639303(0.541978:0.377799:0.998134)	-2083.83			
322	ENSHGLP00100009819|ENSHGLG00100007283|ENSHGLT00100009930|protein_coding|ST7L|suppression-ENSMODP00000001395|ENSMODG00000001162|ENSMODT00000001423|protein_coding|ST7L|suppression	MA	0.052802699999999994	0.0634597	0.832067	0.568757	1659	158.41	1500.59		85	9.56987	75.4301			0.053820299999999995	2.33863:2.71659:1.79608:2.57153:0.687022:1	0.659146(0.538809:0.440433:0.998195)	-2256.99			
323	ENSHGLP00100011860|ENSHGLG00100008812|ENSHGLT00100011998|protein_coding|CDHR2|cadherin-ENSMODP00000006309|ENSMODG00000005125|ENSMODT00000006441|protein_coding|CDHR2|cadherin	MA	0.34565799999999997	0.280557	1.23204	0.0428232	3891	363.58	3527.42		990	76.4293	913.571			0.339575	0.710632:1.10858:0.536593:1.43601:0.31923:1	0.642912(0.56433:0.365177:0.99923)	-7121.41			
324	ENSHGLP00100011845|ENSHGLG00100008800|ENSHGLT00100011983|protein_coding|GPLD1|glycosylphosphatidylinositol-ENSMODP00000014515|ENSMODG00000011599|ENSMODT00000014783|protein_coding|GPLD1|glycosylphosphatidylinositol	MA	0.196651	0.233656	0.8416290000000001	0.23646599999999998	2514	200.799	2313.2		421	39.3621	381.63800000000003			0.199607	1.05398:1.22376:0.8203:1.27615:0.275868:1	0.648987(0.534565:0.412992:0.999404)	-4204.35			
325	ENSHGLP00100022829|ENSHGLG00100016789|ENSHGLT00100023065|protein_coding|CARM1|coactivator-ENSMODP00000033704|ENSMODG00000006104|ENSMODT00000035286|protein_coding|CARM1|coactivator	MA	0.04789790000000001	0.0122351	3.91479	0.020913	1629	160.179	1468.82		70	1.8971200000000001	68.1029			0.0443912	0.480939:1.89823:0.511504:2.41086:0.548952:1	0.650735(0.507353:0.446691:0.998162)	-2131.23			
326	ENSHGLP00100025504|ENSHGLG00100018706|ENSHGLT00100025765|protein_coding|ENPP3|ectonucleotide-ENSMODP00000021917|ENSMODG00000017569|ENSMODT00000022301|protein_coding|ENPP3|ectonucleotide	MA	0.240065	0.363009	0.661321	0.00124988	2607	189.893	2417.11		520	55.2146	464.785			0.24902	0.49058:1.25887:0.446508:1.16643:0.190191:1	0.635632(0.514368:0.393103:0.999425)	-4529.7			
327	ENSHGLP00100025015|ENSHGLG00100018357|ENSHGLT00100025270|protein_coding|MITF|melanocyte-ENSMODP00000004592|ENSMODG00000003754|ENSMODT00000004692|protein_coding|MITF|melanocyte	MA	0.030056299999999998	0.043919400000000004	0.6843520000000001	0.24946500000000002	1557	122.71799999999999	1434.28		47	5.22313	41.7769			0.031149	1.20524:1.51511:1.02311:1.72995:0.276462:1	0.646154(0.536538:0.403846:0.998077)	-1929.21			
328	ENSHGLP00100023033|ENSHGLG00100016930|ENSHGLT00100023273|protein_coding|CPNE5|copine-ENSMODP00000016916|ENSMODG00000013517|ENSMODT00000017229|protein_coding|CPNE5|copine	MA	0.0638411	0.10971900000000001	0.581858	0.059164999999999995	1707	131.891	1575.11		108	13.5869	94.4131			0.0673859	1.64025:1.60281:1.27122:1.73479:0.356451:1	0.640936(0.520175:0.403509:0.999123)	-2358.14			
329	ENSHGLP00100008621|ENSHGLG00100006419|ENSHGLT00100008722|protein_coding|RORA|RAR-ENSMODP00000014431|ENSMODG00000011532|ENSMODT00000014697|protein_coding|RORA|RAR	MA	0.011498999999999999	0.029538099999999998	0.38929400000000003	0.203362	1398	81.0257	1316.97		17	2.32003	14.68			0.0125445	0.901286:0.786886:0.561436:0.656701:0.145114:1	0.621699(0.505353:0.361884:0.997859)	-1651.27			
330	ENSHGLP00100017430|ENSHGLG00100012856|ENSHGLT00100017615|protein_coding|LCK|LCK-ENSMODP00000021795|ENSMODG00000017464|ENSMODT00000022174|protein_coding|LCK|LCK	MA	0.0368536	0.07622689999999999	0.48347299999999993	0.028295599999999997	1527	113.79	1413.21		58	8.28045	49.7195			0.039787699999999995	0.972797:0.937457:0.711571:0.942446:0.0904888:1	0.64183(0.542157:0.385294:0.998039)	-1981.34			
331	ENSHGLP00100001369|ENSHGLG00100001085|ENSHGLT00100001406|protein_coding|PTGS2|prostaglandin-endoperoxide-ENSMODP00000014688|ENSMODG00000011721|ENSMODT00000014959|protein_coding|PTGS2|prostaglandin-endoperoxide	MA	0.09853660000000002	0.0990323	0.994994	0.884337	1812	159.882	1652.12		162	14.3596	147.64			0.0985803	0.595039:1.38619:0.328771:1.49728:0.197709:1	0.628926(0.521488:0.366942:0.998347)	-2656.68			
332	ENSHGLP00100015730|ENSHGLG00100011612|ENSHGLT00100015901|protein_coding|NOD2|nucleotide-ENSMODP00000016381|ENSMODG00000013087|ENSMODT00000016683|protein_coding|NOD2|nucleotide	MA	0.206686	0.348472	0.593122	1.16377e-05	2622	257.152	2364.85		476	73.7466	402.25300000000004			0.220592	0.692858:1.61419:0.228067:0.962107:0.302572:1	0.664(0.6:0.393143:0.998857)	-4489.1			
333	ENSHGLP00100001246|ENSHGLG00100000986|ENSHGLT00100001282|protein_coding|EDEM1|ER-ENSMODP00000005614|ENSMODG00000004556|ENSMODT00000005733|protein_coding|EDEM1|ER	MA	0.069686	0.122671	0.56807	0.0410539	1704	122.946	1581.05		117	14.0875	102.912			0.073509	1.11749:1.37369:0.975355:1.25801:0.424977:1	0.637961(0.533392:0.38225:0.998243)	-2398.65			
334	ENSHGLP00100007322|ENSHGLG00100005486|ENSHGLT00100007418|protein_coding|NOD1|nucleotide-ENSMODP00000019080|ENSMODG00000015275|ENSMODT00000019424|protein_coding|NOD1|nucleotide	MA	0.222048	0.296026	0.750095	0.00902821	2808	310.724	2497.28		535	76.1188	458.881			0.23023400000000002	0.671824:1.15509:0.364616:1.04478:0.244298:1	0.665066(0.582177:0.414088:0.998933)	-4893.0			
335	ENSHGLP00100002454|ENSHGLG00100001904|ENSHGLT00100002507|protein_coding|MSN|moesin-ENSMODP00000037871|ENSMODG00000012494|ENSMODT00000039475|protein_coding|MSN|moesin	MA	0.07521169999999999	0.05322230000000001	1.41316	0.545504	1716	102.54899999999999	1613.45		118	5.07876	112.921			0.07389760000000001	0.451918:0.811894:0.645738:1.16692:0.714643:1	0.621582(0.552356:0.314136:0.998255)	-2343.86			
336	ENSHGLP00100020116|ENSHGLG00100014828|ENSHGLT00100020329|protein_coding|HNRNPK|heterogeneous-ENSMODP00000010452|ENSMODG00000008402|ENSMODT00000010656|protein_coding|HNRNPK|heterogeneous	MA					1320	87.6933	1232.31		0						0.397706:0.368135:0.473428:0.47879:0.351876:1	0.668934(0.54195:0.46712:0.997732)	-1438.69			
337	ENSHGLP00100010268|ENSHGLG00100007633|ENSHGLT00100010391|protein_coding|DDX11|DEAD/H-box-ENSMODP00000022909|ENSMODG00000018370|ENSMODT00000023314|protein_coding|DDX11|DEAD/H-box	MA	0.163793	0.189088	0.866225	0.318918	2334	229.24599999999998	2104.75		332	37.0825	294.91700000000003			0.166278	0.948057:1.67397:0.241713:1.41385:0.293753:1	0.655428(0.585878:0.385496:0.994911)	-3744.65			
338	ENSHGLP00100025971|ENSHGLG00100019050|ENSHGLT00100026237|protein_coding|CPNE6|copine-ENSMODP00000014834|ENSMODG00000003641|ENSMODT00000015106|protein_coding|CPNE6|copine	MA	0.044406400000000006	0.060766099999999997	0.730776	0.326018	1542	112.04299999999999	1429.96		67	6.4881400000000005	60.5119			0.0455951	0.271127:1.14044:0.200879:0.813695:0.177728:1	0.651133(0.529126:0.425243:0.999029)	-2023.39			
339	ENSHGLP00100012546|ENSHGLG00100009293|ENSHGLT00100012690|protein_coding|FZD5|frizzled-ENSMODP00000019903|ENSMODG00000015949|ENSMODT00000020259|protein_coding|FZD5|frizzled	MA	0.0721169	0.08579919999999999	0.8405309999999999	0.46243100000000004	1734	206.639	1527.36		119	16.4986	102.501			0.07374739999999999	1.80347:3.16583:1.03409:2.93152:0.349081:1	0.674727(0.527634:0.498273:0.998273)	-2449.79			
340	ENSHGLP00100007635|ENSHGLG00100005705|ENSHGLT00100007732|protein_coding|RABGEF1|RAB-ENSMODP00000007979|ENSMODG00000006430|ENSMODT00000008142|protein_coding|RABGEF1|RAB	MA	0.032220099999999995	0.05220790000000001	0.61715	0.162657	1473	87.719	1385.28		47	4.37364	42.6264			0.03341040000000001	0.93952:0.914764:0.678113:0.978353:0.0575233:1	0.618225(0.497967:0.35874:0.997967)	-1860.04			
341	ENSHGLP00100002513|ENSHGLG00100001956|ENSHGLT00100002567|protein_coding|LIMK1|LIM-ENSMODP00000017313|ENSMODG00000013846|ENSMODT00000017632|protein_coding|LIMK1|LIM	MA	0.08998719999999999	0.113954	0.7896810000000001	0.326701	1719	131.091	1587.91		145	13.724	131.276			0.09181489999999999	0.702545:0.766976:0.634706:0.881017:0.414999:1	0.651858(0.531359:0.425087:0.999129)	-2515.77			
342	ENSHGLP00100004130|ENSHGLG00100003140|ENSHGLT00100004197|protein_coding|LRSAM1|leucine-ENSMODP00000005657|ENSMODG00000004589|ENSMODT00000005776|protein_coding|LRSAM1|leucine	MA	0.13781600000000002	0.30633299999999997	0.44988999999999996	1.5188299999999997e-06	2145	159.105	1985.89		275	41.5699	233.43			0.150316	0.904718:1.96777:0.428834:1.24312:0.647539:1	0.646415(0.597067:0.343575:0.998603)	-3352.24			
343	ENSHGLP00100002659|ENSHGLG00100002077|ENSHGLT00100002714|protein_coding|RIOK3|RIO-ENSMODP00000026855|ENSMODG00000021496|ENSMODT00000027337|protein_coding|RIOK3|RIO	MA	0.0507014	0.035408499999999996	1.4319	0.48664300000000005	1557	114.015	1442.99		74	3.8698300000000003	70.1302			0.0495815	0.525245:0.572832:0.479034:0.81594:0.197406:1	0.633974(0.546154:0.357692:0.998077)	-2045.87			
344	ENSHGLP00100016044|ENSHGLG00100011839|ENSHGLT00100016221|protein_coding|PPARG|peroxisome-ENSMODP00000007730|ENSMODG00000006233|ENSMODT00000007885|protein_coding|PPARG|peroxisome	MA	0.0206859	0.061812099999999995	0.33465700000000004	0.010751	1425	86.7587	1338.24		32	5.19308	26.8069			0.0231898	1.42411:1.53587:1.04513:1.2328:0.115111:1	0.611345(0.507353:0.328782:0.997899)	-1745.47			
345	ENSHGLP00100001161|ENSHGLG00100000919|ENSHGLT00100001196|protein_coding|STK39|serine/threonine-ENSMODP00000009387|ENSMODG00000007566|ENSMODT00000009571|protein_coding|STK39|serine/threonine	MA	0.0154769	0.0189729	0.815736	0.339688	1422	121.564	1300.44		22	2.26189	19.7381			0.0157758	3.24751:3.17138:3.34101:3.99552:1.22158:1	0.642807(0.553684:0.376842:0.997895)	-1685.16			
346	ENSHGLP00100026463|ENSHGLG00100019404|ENSHGLT00100026731|protein_coding|CACNB3|calcium-ENSMODP00000012462|ENSMODG00000009950|ENSMODT00000012688|protein_coding|CACNB3|calcium	MA	0.0235158	0.0211275	1.11304	0.9600059999999999	1446	114.744	1331.26		33	2.3718	30.6282			0.0233263	2.27553:2.01398:1.64367:2.08047:0.245:1	0.664596(0.578675:0.417184:0.99793)	-1767.37			
347	ENSHGLP00100002351|ENSHGLG00100001829|ENSHGLT00100002403|protein_coding|DPP4|dipeptidyl-ENSMODP00000038697|ENSMODG00000005432|ENSMODT00000041805|protein_coding|DPP4|dipeptidyl	MA	0.1849	0.49996899999999994	0.369823	9.98022e-13	2265	134.217	2130.78		378	55.0125	322.988			0.20357	0.664725:1.41714:0.447199:1.40904:0.218724:1	0.611772(0.464947:0.371693:0.998677)	-3721.1			
348	ENSHGLP00100012705|ENSHGLG00100009410|ENSHGLT00100012851|protein_coding|ERN2|endoplasmic-ENSMODP00000035405|ENSMODG00000006717|ENSMODT00000036991|protein_coding|ERN2|endoplasmic	MA	0.201467	0.295164	0.6825600000000001	0.00162215	2712	278.51099999999997	2433.49		483	69.3581	413.642			0.211089	0.985104:1.24767:0.732339:1.05967:0.378132:1	0.695028(0.613812:0.471823:0.999448)	-4659.19			
349	ENSHGLP00100009747|ENSHGLG00100007226|ENSHGLT00100009858|protein_coding-ENSMODP00000028516|ENSMODG00000013426|ENSMODT00000030099|protein_coding	MA	0.09583639999999999	0.214371	0.44706	0.000124939	1824	138.841	1685.16		174	27.0771	146.923			0.104859	1.33003:0.871268:0.595722:1.00068:0.479091:1	0.630268(0.526273:0.366174:0.998358)	-2730.49			
350	ENSHGLP00100026521|ENSHGLG00100019447|ENSHGLT00100026789|protein_coding|ITGAM|integrin-ENSMODP00000003070|ENSMODG00000025261|ENSMODT00000003136|protein_coding|ITGAM|integrin	MA	0.285652	0.358011	0.797887	0.0286385	3162	293.749	2868.25		726	82.5862	643.414			0.292375	0.926386:1.53622:0.399042:1.48223:0.298753:1	0.649763(0.538863:0.411374:0.999052)	-5668.6			
351	ENSHGLP00100001893|ENSHGLG00100001479|ENSHGLT00100001936|protein_coding|NR1D1|nuclear-ENSMODP00000016298|ENSMODG00000013032|ENSMODT00000016599|protein_coding|NR1D1|nuclear	MA	0.0808535	0.143433	0.563702	0.0212683	1773	141.708	1631.29		140	18.6937	121.306			0.0858552	0.87573:1.86543:0.429324:1.29781:0.422765:1	0.67286(0.522804:0.497466:0.998311)	-2529.01			
352	ENSHGLP00100014711|ENSHGLG00100010892|ENSHGLT00100014873|protein_coding|MYSM1|Myb-ENSMODP00000004086|ENSMODG00000003341|ENSMODT00000004172|protein_coding|MYSM1|Myb	MA	0.165494	0.684477	0.24178200000000002	2.048e-32	2433	152.15	2280.85		394	85.1984	308.802			0.19795	1.21849:1.17696:0.953823:1.11729:0.422129:1	0.640805(0.530788:0.392857:0.998768)	-4017.99			
353	ENSHGLP00100016037|ENSHGLG00100011836|ENSHGLT00100016214|protein_coding|RBM14|RNA-ENSMODP00000009807|ENSMODG00000007884|ENSMODT00000009999|protein_coding|RBM14|RNA	MA	0.065169	0.0555077	1.17405	0.727122	1743	158.93200000000002	1584.07		106	8.3453	97.6547			0.064288	0.82144:0.947443:0.640967:1.04463:0.111141:1	0.73494(0.590361:0.614458:1)	-2317.69			
354	ENSHGLP00100008866|ENSHGLG00100006597|ENSHGLT00100008970|protein_coding-ENSMODP00000036012|ENSMODG00000004006|ENSMODT00000037601|protein_coding||calcium	MA	0.025112	0.028931000000000002	0.8679969999999999	0.701553	1413	105.565	1307.44		35	2.9786599999999996	32.0213			0.025397299999999998	0.872263:1.14424:0.981196:1.46595:0.930458:1	0.647328(0.512658:0.433544:0.995781)	-1735.61			
355	ENSHGLP00100018513|ENSHGLG00100013645|ENSHGLT00100018707|protein_coding|UBQLN4|ubiquilin-ENSMODP00000033786|ENSMODG00000016961|ENSMODT00000035370|protein_coding|UBQLN4|ubiquilin	MA	0.061338699999999996	0.0326226	1.88025	0.157817	1635	171.455	1463.55		92	5.39591	86.6041			0.0583274	1.12726:2.19065:0.619727:1.82665:0.16899:1	0.68315(0.586081:0.465201:0.998168)	-2174.97			
356	ENSHGLP00100007845|ENSHGLG00100005841|ENSHGLT00100007942|protein_coding|MAPKAP1|mitogen-activated-ENSMODP00000024683|ENSMODG00000019775|ENSMODT00000025119|protein_coding|MAPKAP1|mitogen-activated	MA	0.0474895	0.056551199999999996	0.8397600000000001	0.441201	1566	96.8427	1469.16		72	5.24032	66.7597			0.0480499	1.04211:1.29083:1.11723:1.51805:0.798156:1	0.62492(0.502868:0.373805:0.998088)	-2057.43			
357	ENSHGLP00100024348|ENSHGLG00100017880|ENSHGLT00100024596|protein_coding|TBX5|T-box-ENSMODP00000015086|ENSMODG00000012045|ENSMODT00000015365|protein_coding|TBX5|T-box	MA	0.055539099999999994	0.0220967	2.51346	0.10747999999999999	1554	142.569	1411.43		79	3.0521700000000003	75.9478			0.052471000000000004	1.03634:1.6414:0.594016:2.09351:0.210906:1	0.66185(0.541426:0.44605:0.998073)	-2077.36			
358	ENSHGLP00100001790|ENSHGLG00100001394|ENSHGLT00100001830|protein_coding|SYK|spleen-ENSMODP00000038180|ENSMODG00000019263|ENSMODT00000039780|protein_coding|SYK|spleen	MA	0.11101099999999998	0.10355	1.07206	0.8838870000000001	1884	139.803	1744.2		188	13.0781	174.922			0.11045799999999999	0.9872:1.03937:0.879728:1.20902:0.531547:1	0.642554(0.540541:0.388712:0.99841)	-2838.57			
359	ENSHGLP00100005347|ENSHGLG00100004059|ENSHGLT00100005428|protein_coding|GGT7|gamma-glutamyltransferase-ENSMODP00000003193|ENSMODG00000002630|ENSMODT00000003261|protein_coding|GGT7|gamma-glutamyltransferase	MA	0.08003239999999999	0.148383	0.5393640000000001	0.00249396	1755	204.016	1550.98		144	28.2332	115.76700000000001			0.087978	1.27327:1.23845:0.962664:1.28511:0.193745:1	0.699943(0.638225:0.463311:0.998294)	-2525.68			
360	ENSHGLP00100025456|ENSHGLG00100018672|ENSHGLT00100025716|protein_coding|SPIRE1|spire-ENSMODP00000026766|ENSMODG00000021426|ENSMODT00000027247|protein_coding|SPIRE1|spire	MA	0.080452	0.0739906	1.08733	0.8705959999999999	1764	150.161	1613.84		131	10.3264	120.67399999999999			0.079902	1.10236:1.42217:0.849432:1.58804:0.286722:1	0.644312(0.488115:0.44652:0.998302)	-2498.12			
361	ENSHGLP00100019569|ENSHGLG00100014425|ENSHGLT00100019772|protein_coding|SOX9|SRY-box-ENSMODP00000008098|ENSMODG00000006526|ENSMODT00000008262|protein_coding|SOX9|SRY-box	MA	0.0510774	0.038247699999999996	1.33544	0.677004	1509	140.067	1368.93		73	5.19509	67.8049			0.0498865	0.253449:0.750689:0.242616:1.14044:0.0376171:1	0.684524(0.580357:0.475198:0.998016)	-1966.84			
362	ENSHGLP00100011262|ENSHGLG00100008364|ENSHGLT00100011392|protein_coding|FSTL4|follistatin-ENSMODP00000017677|ENSMODG00000014139|ENSMODT00000018005|protein_coding|FSTL4|follistatin	MA	0.184782	0.453053	0.40786100000000003	4.443780000000001e-12	2391	177.28900000000002	2213.71		406	66.6368	339.36300000000006			0.204674	0.815583:1.33242:0.267416:0.859117:0.203829:1	0.64931(0.55207:0.395859:1)	-3986.94			
363	ENSHGLP00100016383|ENSHGLG00100012096|ENSHGLT00100016562|protein_coding|AKT1|AKT-ENSMODP00000017125|ENSMODG00000013693|ENSMODT00000017442|protein_coding|AKT1|AKT	MA	0.0331933	0.0644165	0.515292	0.10072	1419	92.5319	1326.47		48	5.72325	42.2767			0.0352294	0.814108:1.54533:0.71818:1.16923:0.323995:1	0.627286(0.523207:0.360759:0.99789)	-1811.94			
364	ENSHGLP00100023501|ENSHGLG00100017262|ENSHGLT00100023743|protein_coding|COCH|cochlin-ENSMODP00000021913|ENSMODG00000017567|ENSMODT00000022297|protein_coding|COCH|cochlin	MA	0.060635699999999994	0.12603	0.48112	0.00583791	1647	128.7	1518.3		101	15.1291	85.8709			0.06574580000000001	2.14015:2.14908:1.79497:2.13402:0.594857:1	0.646061(0.506364:0.433636:0.998182)	-2244.44			
