	Sequence	Method	Ka	Ks	Ka/Ks	P-Value(Fisher)	Length	S-Sites	N-Sites	Fold-Sites(0:2:4)	Substitutions	S-Substitutions	N-Substitutions	Fold-S-Substitutions(0:2:4)	Fold-N-Substitutions(0:2:4)	Divergence-Time	Substitution-Rate-Ratio(rTC:rAG:rTA:rCG:rTG:rCA/rCA)	GC(1:2:3)	ML-Score	AICc	Akaike-Weight	Model
136	ENSEEUP00000002074|ENSEEUG00000002258|ENSEEUT00000002273|protein_coding|TIMELESS|timeless-ENSPCAP00000004847|ENSPCAG00000005077|ENSPCAT00000005176|protein_coding|TIMELESS|timeless	MA	0.0740434	0.21796999999999997	0.339696	2.16024e-07	1938	162.02	1775.98		151	31.9673	119.03299999999999			0.0860759	1.94426:1.98807:1.58632:1.81533:0.553118:1	0.499069(0.47067:0.268156:0.75838)	-2775.53			
137	ENSEEUP00000004274|ENSEEUG00000004678|ENSEEUT00000004694|protein_coding|SEMA4D|semaphorin-ENSPCAP00000007876|ENSPCAG00000008422|ENSPCAT00000008428|protein_coding|SEMA4D|semaphorin	MA	0.11271800000000001	0.284683	0.395942	2.66792e-07	2094	149.148	1944.85		234	37.9686	196.03099999999998			0.12496600000000001	1.29609:1.92801:0.68478:1.32711:0.300614:1	0.594079(0.489051:0.369221:0.923966)	-3204.56			
138	ENSEEUP00000004975|ENSEEUG00000005463|ENSEEUT00000005466|protein_coding|PRKCE|protein-ENSPCAP00000013118|ENSPCAG00000014021|ENSPCAT00000014039|protein_coding|PRKCE|protein	MA	0.00906969	0.0195982	0.462783	0.21255900000000003	1434	119.47	1314.53		14	2.29809	11.7019			0.00994685	1.19799:0.460344:0.689386:0.953739:0.155738:1	0.587735(0.49912:0.34331:0.920775)	-1671.65			
139	ENSEEUP00000002213|ENSEEUG00000002412|ENSEEUT00000002423|protein_coding|SARM1|sterile-ENSPCAP00000000864|ENSPCAG00000000923|ENSPCAT00000000917|protein_coding|SARM1|sterile	MA	0.0397839	0.08508450000000001	0.467581	0.00837885	1662	175.99	1486.01		71	14.3489	56.6511			0.044580800000000004	1.53973:1.61826:1.3086:1.3492:0.54838:1	0.675844(0.619893:0.415631:0.992007)	-2197.87			
140	ENSEEUP00000014168|ENSEEUG00000015512|ENSEEUT00000015523|protein_coding|SLF1|SMC5-SMC6-ENSPCAP00000003732|ENSPCAG00000003954|ENSPCAT00000003978|protein_coding|SLF1|SMC5-SMC6	MA	0.0839239	0.263063	0.319027	3.60315e-07	1902	107.311	1794.69		163	25.7282	137.27200000000002			0.0940309	1.06139:2.25602:0.896273:1.46684:0.623247:1	0.506549(0.408997:0.282834:0.827818)	-2747.53			
141	ENSEEUP00000006813|ENSEEUG00000007434|ENSEEUT00000007471|protein_coding|FBXW7|F-box-ENSPCAP00000006943|ENSPCAG00000007416|ENSPCAT00000007420|protein_coding|FBXW7|F-box	MA	0.0218019	0.0583441	0.373679	0.0320285	1545	105.63	1439.37		36	5.90945	30.0906			0.024300299999999997	1.48655:1.25501:1.36746:1.46854:0.660435:1	0.648544(0.558252:0.387379:1)	-1882.51			
142	ENSEEUP00000014285|ENSEEUG00000015642|ENSEEUT00000015648|protein_coding|GSN|gelsolin-ENSPCAP00000014160|ENSPCAG00000015130|ENSPCAT00000015145|protein_coding|GSN|gelsolin	MA	0.05891669999999999	0.0614125	0.95936	0.715829	1692	158.6	1533.4		95	9.24537	85.7546			0.0591506	0.611505:0.799487:0.456802:0.909643:0.0958595:1	0.585376(0.510968:0.381935:0.863226)	-2302.57			
143	ENSEEUP00000000817|ENSEEUG00000000913|ENSEEUT00000000915|protein_coding|SH3RF2|SH3-ENSPCAP00000008301|ENSPCAG00000008881|ENSPCAT00000008889|protein_coding|SH3RF2|SH3	MA	0.0802039	0.24717399999999998	0.324484	5.426810000000001e-09	1950	164.245	1785.76		166	36.6611	129.339			0.0942674	2.04836:1.79562:1.49152:1.64313:0.589347:1	0.639386(0.501376:0.470426:0.946355)	-2827.16			
144	ENSEEUP00000001892|ENSEEUG00000002062|ENSEEUT00000002077|protein_coding|HDAC6|histone-ENSPCAP00000003334|ENSPCAG00000003465|ENSPCAT00000003555|protein_coding|HDAC6|histone	MA	0.134643	0.266364	0.505486	9.26972e-06	2259	205.518	2053.48		291	48.0938	242.90599999999998			0.146627	0.979691:2.08329:0.504648:1.3864:0.410659:1	0.586603(0.525359:0.377512:0.856938)	-3574.77			
145	ENSEEUP00000003422|ENSEEUG00000003724|ENSEEUT00000003755|protein_coding|PRKCA|protein-ENSPCAP00000015918|ENSPCAG00000017011|ENSPCAT00000017009|protein_coding|PRKCA|protein	MA	0.0191626	0.0556247	0.344497	0.013093	1446	98.1075	1347.89		30	5.23284	24.7672			0.0216364	0.41905:0.414548:0.303379:0.467884:0.080794:1	0.563123(0.473422:0.316445:0.899502)	-1765.41			
146	ENSEEUP00000000233|ENSEEUG00000000266|ENSEEUT00000000266|protein_coding|MALT1|MALT1-ENSPCAP00000006060|ENSPCAG00000006449|ENSPCAT00000006481|protein_coding|MALT1|MALT1	MA	0.0477776	0.05921269999999999	0.8068810000000001	0.5204310000000001	1632	136.56	1495.44		76	7.7267399999999995	68.2733			0.0487344	1.23364:1.27928:0.96656:1.3716:0.277088:1	0.565551(0.494421:0.322873:0.879358)	-2176.23			
147	ENSEEUP00000001072|ENSEEUG00000001195|ENSEEUT00000001193|protein_coding|ACVR2A|activin-ENSPCAP00000000025|ENSPCAG00000000028|ENSPCAT00000000027|protein_coding|ACVR2A|activin	MA	0.00494918	0.00128571	3.8493699999999995	0.674095	1329	138.666	1190.33		6	0.176245	5.82376			0.00456694	8.82665:16.0279:16.9381:22.8186:0.01:1	0.612245(0.510204:0.37551:0.95102)	-1523.29			
148	ENSEEUP00000013730|ENSEEUG00000015031|ENSEEUT00000015041|protein_coding|NFKBIZ|NFKB-ENSPCAP00000011391|ENSPCAG00000012200|ENSPCAT00000012198|protein_coding|NFKBIZ|NFKB	MA	0.0571332	0.09222849999999999	0.619475	0.109702	1686	129.389	1556.61		95	11.2392	83.7608			0.059826599999999994	1.47331:1.77626:0.986627:1.39477:0.150462:1	0.631183(0.575:0.366129:0.952419)	-2285.68			
149	ENSEEUP00000003936|ENSEEUG00000004350|ENSEEUT00000004328|protein_coding|DYRK3|dual-ENSPCAP00000007977|ENSPCAG00000008593|ENSPCAT00000008537|protein_coding|DYRK3|dual	MA	0.055260800000000006	0.10101900000000001	0.547035	0.0591561	1647	120.726	1526.27		91	11.4959	79.5041			0.0586149	1.21836:1.47051:1.03254:1.45555:0.395179:1	0.619898(0.49915:0.394558:0.965986)	-2234.7			
150	ENSEEUP00000009955|ENSEEUG00000010952|ENSEEUT00000010922|protein_coding|UBQLN2|ubiquilin-ENSPCAP00000010242|ENSPCAG00000011010|ENSPCAT00000010976|protein_coding|UBQLN2|ubiquilin	MA	0.0429047	0.0357791	1.19916	0.826306	1638	140.907	1497.09		68	4.94883	63.0512			0.042291699999999995	1.17142:3.54233:0.24138:1.91947:0.253118:1	0.65881(0.539562:0.478114:0.958754)	-2067.74			
151	ENSEEUP00000002560|ENSEEUG00000002791|ENSEEUT00000002796|protein_coding|C7|complement-ENSPCAP00000013087|ENSPCAG00000013953|ENSPCAT00000014004|protein_coding|C7|complement	MA	0.1365	0.23479499999999998	0.581358	0.00213805	1980	168.838	1811.16		247	34.1332	212.86700000000002			0.14488199999999998	0.610329:1.11595:0.470223:1.12807:0.157541:1	0.588415(0.459146:0.422561:0.883537)	-3104.37			
152	ENSEEUP00000005291|ENSEEUG00000005725|ENSEEUT00000005804|protein_coding|MMS19|MMS19-ENSPCAP00000008721|ENSPCAG00000009244|ENSPCAT00000009346|protein_coding|MMS19|MMS19	MA	0.0981919	0.099798	0.983906	0.898792	1932	212.236	1719.76		173	19.2808	153.719			0.0983683	0.58061:1.92831:0.819992:1.25251:0.532931:1	0.54987(0.506335:0.329922:0.813353)	-2860.57			
153	ENSEEUP00000011975|ENSEEUG00000013128|ENSEEUT00000013138|protein_coding|TP73|tumor-ENSPCAP00000000662|ENSPCAG00000000703|ENSPCAT00000000703|protein_coding|TP73|tumor	MA	0.0384616	0.0488375	0.787542	0.460662	1530	124.29799999999999	1405.7		58	5.85481	52.1452			0.0393046	0.60188:2.17862:0.387842:1.57437:0.20156:1	0.631956(0.516351:0.44062:0.938898)	-1954.94			
154	ENSEEUP00000001979|ENSEEUG00000002170|ENSEEUT00000002173|protein_coding|RNF216|ring-ENSPCAP00000013611|ENSPCAG00000014558|ENSPCAT00000014566|protein_coding|RNF216|ring	MA	0.0913256	0.436242	0.209346	5.50006e-18	1878	117.454	1760.55		185	44.7084	140.292			0.112897	0.942506:2.12703:0.548304:1.18353:0.333078:1	0.582722(0.507946:0.357579:0.882641)	-2795.57			
155	ENSEEUP00000005713|ENSEEUG00000006223|ENSEEUT00000006259|protein_coding|EPB41L3|erythrocyte-ENSPCAP00000013401|ENSPCAG00000014285|ENSPCAT00000014341|protein_coding|EPB41L3|erythrocyte	MA	0.050774400000000004	0.349436	0.145304	2.53257e-17	1647	107.788	1539.21		104	33.8219	70.1781			0.07032039999999999	1.62087:2.03135:1.35301:1.53334:0.477887:1	0.505036(0.422027:0.326023:0.767057)	-2281.33			
156	ENSEEUP00000002332|ENSEEUG00000002518|ENSEEUT00000002551|protein_coding|PLA2R1|phospholipase-ENSPCAP00000003019|ENSPCAG00000003124|ENSPCAT00000003216|protein_coding|PLA2R1|phospholipase	MA	0.14910199999999998	0.745636	0.199966	4.5279e-34	2169	124.485	2044.52		320	74.6928	245.30700000000002			0.183339	1.43441:1.42325:1.17597:1.35574:0.446823:1	0.448842(0.327857:0.299477:0.719193)	-3514.26			
157	ENSEEUP00000014484|ENSEEUG00000015862|ENSEEUT00000015863|protein_coding|TLR1|toll-ENSPCAP00000004910|ENSPCAG00000005314|ENSPCAT00000005241|protein_coding|TLR1|toll	MA	0.185195	0.27048	0.6846899999999999	0.023458	2364	155.012	2208.99		382	35.5113	346.48900000000003			0.19078699999999998	1.71014:1.89126:1.21114:1.85477:0.532852:1	0.592522(0.458809:0.319392:0.999366)	-3879.8			
158	ENSEEUP00000006759|ENSEEUG00000007384|ENSEEUT00000007410|protein_coding|TRIM27|tripartite-ENSPCAP00000007640|ENSPCAG00000008191|ENSPCAT00000008167|protein_coding|TRIM27|tripartite	MA	0.0174267	0.0404495	0.43082600000000004	0.09015989999999999	1401	109.777	1291.22		26	4.28514	21.7149			0.019230700000000003	0.572657:0.703761:0.834804:0.955788:1.07888:1	0.633935(0.53006:0.403808:0.967936)	-1722.66			
159	ENSEEUP00000010149|ENSEEUG00000011124|ENSEEUT00000011131|protein_coding|POLR3C|RNA-ENSPCAP00000009821|ENSPCAG00000010501|ENSPCAT00000010524|protein_coding|POLR3C|RNA	MA	0.029991300000000002	0.0372773	0.804547	0.356482	1449	112.08	1336.92		43	4.0578199999999995	38.9422			0.030554900000000003	3.19346:3.20803:2.46957:3.04001:0.220492:1	0.629821(0.524793:0.366736:0.997934)	-1805.25			
160	ENSEEUP00000001361|ENSEEUG00000001504|ENSEEUT00000001505|protein_coding|PJA2|praja-ENSPCAP00000006975|ENSPCAG00000007443|ENSPCAT00000007453|protein_coding|PJA2|praja	MA	0.101635	0.278435	0.365021	2.6916799999999997e-07	1998	137.616	1860.38		200	33.7007	166.299			0.11381199999999998	1.7065:1.79147:1.4795:1.71173:0.630389:1	0.65767(0.583097:0.417614:0.972301)	-2957.43			
161	ENSEEUP00000003027|ENSEEUG00000003273|ENSEEUT00000003307|protein_coding|MAP4K1|mitogen-activated-ENSPCAP00000006711|ENSPCAG00000007101|ENSPCAT00000007171|protein_coding|MAP4K1|mitogen-activated	MA	0.06577569999999999	0.138061	0.476425	0.00250587	1662	161.072	1500.93		113	20.7739	92.2261			0.0727812	1.30311:1.43969:1.16635:1.41847:0.549729:1	0.608685(0.516197:0.419718:0.890141)	-2341.23			
162	ENSEEUP00000005697|ENSEEUG00000006218|ENSEEUT00000006240|protein_coding-ENSPCAP00000009974|ENSPCAG00000010623|ENSPCAT00000010689|protein_coding|C6|complement	MA	0.134844	0.24575500000000003	0.5486949999999999	0.00364168	1941	120.493	1820.51		238	25.6186	212.38099999999997			0.141729	1.32725:1.27039:1.04727:1.30469:0.429742:1	0.481203(0.359291:0.334586:0.749731)	-3041.77			
163	ENSEEUP00000001512|ENSEEUG00000001656|ENSEEUT00000001663|protein_coding|USP13|ubiquitin-ENSPCAP00000013861|ENSPCAG00000014806|ENSPCAT00000014834|protein_coding|USP13|ubiquitin	MA	0.0345873	0.11381199999999998	0.303898	0.000608816	1452	109.448	1342.55		56	11.8448	44.1552			0.0405591	1.22137:1.61881:0.905947:1.23547:0.311984:1	0.522862(0.447188:0.324417:0.796982)	-1886.57			
164	ENSEEUP00000013328|ENSEEUG00000014588|ENSEEUT00000014608|protein_coding-ENSPCAP00000014587|ENSPCAG00000015483|ENSPCAT00000015599|protein_coding|MAGI3|membrane	MA	0.12595599999999998	0.489774	0.25717199999999996	8.92152e-19	2280	133.292	2146.71		287	55.8165	231.183			0.147225	3.09015:1.69191:0.816022:1.47459:0.643117:1	0.484433(0.400667:0.314307:0.738325)	-3513.59			
165	ENSEEUP00000011210|ENSEEUG00000012281|ENSEEUT00000012290|protein_coding|DVL3|dishevelled-ENSPCAP00000007292|ENSPCAG00000007771|ENSPCAT00000007790|protein_coding|DVL3|dishevelled	MA	0.027011900000000002	0.0135347	1.9957599999999998	0.520409	1398	120.37299999999999	1277.63		36	1.6228799999999999	34.3771			0.0258514	0.569074:0.618182:0.494971:0.752537:0.149391:1	0.603098(0.46234:0.474359:0.872596)	-1715.73			
166	ENSEEUP00000014165|ENSEEUG00000015519|ENSEEUT00000015520|protein_coding|ZNF639|zinc-ENSPCAP00000001635|ENSPCAG00000001776|ENSPCAT00000001739|protein_coding|ZNF639|zinc	MA	0.030025299999999998	0.19214900000000001	0.15626099999999998	6.2167999999999995e-06	1392	54.5008	1337.5		47	9.72124	37.2788			0.03637290000000001	0.548973:1.50617:0.334461:0.790168:0.0267437:1	0.615771(0.510753:0.33871:0.997849)	-1746.24			
167	ENSEEUP00000006422|ENSEEUG00000006944|ENSEEUT00000007035|protein_coding|ENPP1|ectonucleotide-ENSPCAP00000000734|ENSPCAG00000000736|ENSPCAT00000000777|protein_coding|ENPP1|ectonucleotide	MA	0.097883	0.352173	0.27794	1.49089e-11	1809	119.73899999999999	1689.26		186	37.7962	148.204			0.11471500000000001	1.25422:1.83513:0.789891:1.33701:0.303234:1	0.518498(0.422085:0.317265:0.816143)	-2716.54			
168	ENSEEUP00000011516|ENSEEUG00000012595|ENSEEUT00000012636|protein_coding|KIT|KIT-ENSPCAP00000007199|ENSPCAG00000007657|ENSPCAT00000007693|protein_coding|KIT|KIT	MA	0.134215	0.240981	0.5569529999999999	0.00261758	1983	135.001	1848.0		247	28.641	218.359			0.141484	1.57247:1.88309:1.26783:1.86998:0.546155:1	0.547404(0.427201:0.341986:0.873025)	-3089.45			
169	ENSEEUP00000001768|ENSEEUG00000001940|ENSEEUT00000001942|protein_coding|BCAR1|BCAR1-ENSPCAP00000015600|ENSPCAG00000016658|ENSPCAT00000016665|protein_coding|BCAR1|BCAR1	MA	0.07016180000000001	0.16503099999999998	0.42514300000000005	0.00027214299999999997	1713	156.931	1556.07		125	23.9667	101.03299999999999			0.07885299999999999	1.92209:1.59012:0.981644:1.35715:0.222002:1	0.603243(0.552956:0.405172:0.851601)	-2410.27			
170	ENSEEUP00000002353|ENSEEUG00000002548|ENSEEUT00000002573|protein_coding|NOD2|nucleotide-ENSPCAP00000000589|ENSPCAG00000000604|ENSPCAT00000000625|protein_coding|NOD2|nucleotide	MA	0.14596099999999998	0.29736799999999997	0.49084300000000003	1.8638099999999997e-06	2082	196.37900000000002	1885.62		287	50.2358	236.764			0.160242	1.156:2.32223:0.223563:1.20468:0.467306:1	0.57691(0.523834:0.35497:0.851927)	-3348.93			
171	ENSEEUP00000010780|ENSEEUG00000011781|ENSEEUT00000011812|protein_coding|JAK2|Janus-ENSPCAP00000015891|ENSPCAG00000016976|ENSPCAT00000016981|protein_coding|JAK2|Janus	MA	0.069415	0.21137199999999998	0.32840199999999997	7.163489999999999e-06	1578	104.02	1473.98		115	20.3414	94.6586			0.07877260000000001	1.47204:1.58488:1.18329:1.47289:0.339779:1	0.485541(0.393318:0.278429:0.784877)	-2228.24			
172	ENSEEUP00000003712|ENSEEUG00000004053|ENSEEUT00000004084|protein_coding|ADAM17|ADAM-ENSPCAP00000006633|ENSPCAG00000007071|ENSPCAT00000007091|protein_coding|ADAM17|ADAM	MA	0.0430976	0.135717	0.317554	0.000615587	1449	90.9651	1358.03		67	11.6708	55.3292			0.048912	1.15859:1.07577:0.827389:1.1381:0.235601:1	0.526478(0.420567:0.317021:0.841844)	-1910.02			
173	ENSEEUP00000012937|ENSEEUG00000014173|ENSEEUT00000014181|protein_coding|PUS7|pseudouridine-ENSPCAP00000003999|ENSPCAG00000004241|ENSPCAT00000004260|protein_coding|PUS7|pseudouridine	MA	0.048587	0.20871399999999998	0.23279299999999997	2.46483e-07	1518	95.4496	1422.55		83	18.5704	64.4296			0.0586556	2.27664:2.16149:1.70382:1.94694:0.366941:1	0.519697(0.448485:0.284091:0.826515)	-2016.88			
174	ENSEEUP00000006961|ENSEEUG00000007616|ENSEEUT00000007641|protein_coding|FES|FES-ENSPCAP00000003344|ENSPCAG00000003560|ENSPCAT00000003566|protein_coding|FES|FES	MA	0.0503111	0.0780058	0.644966	0.14796900000000002	1497	138.07399999999998	1358.93		75	10.2072	64.7928			0.052865499999999996	2.10266:2.0943:1.72023:1.96527:0.431554:1	0.58723(0.556561:0.328808:0.87632)	-1996.75			
175	ENSEEUP00000001427|ENSEEUG00000001575|ENSEEUT00000001573|protein_coding|SMAD4|SMAD-ENSPCAP00000008572|ENSPCAG00000009142|ENSPCAT00000009182|protein_coding|SMAD4|SMAD	MA	0.011230500000000001	0.0321749	0.349046	0.031232	1281	100.585	1180.41		16	3.13958	12.8604			0.0128751	1.62466:1.51698:1.9505:2.06595:2.48923:1	0.66293(0.580717:0.450673:0.957399)	-1514.09			
176	ENSEEUP00000010529|ENSEEUG00000011511|ENSEEUT00000011542|protein_coding|LRSAM1|leucine-ENSPCAP00000007059|ENSPCAG00000007513|ENSPCAT00000007543|protein_coding|LRSAM1|leucine	MA	0.0596191	0.141166	0.422334	0.00121434	1539	114.443	1424.56		94	15.0229	78.9771			0.065683	1.36956:1.97565:1.00068:1.5093:0.418634:1	0.551506(0.511662:0.287901:0.854956)	-2085.0			
177	ENSEEUP00000010487|ENSEEUG00000011480|ENSEEUT00000011498|protein_coding|PAF1|PAF1-ENSPCAP00000009686|ENSPCAG00000010374|ENSPCAT00000010380|protein_coding|PAF1|PAF1	MA	0.0204954	0.00042381900000000003	48.3589	0.302266	1308	89.2582	1218.74		25	0.037804500000000005	24.9622			0.0191257	1.04133:1.02268:0.766998:1.37608:0.01:1	0.605333(0.519:0.361:0.936)	-1514.23			
178	ENSEEUP00000013622|ENSEEUG00000014909|ENSEEUT00000014923|protein_coding|SLC44A4|solute-ENSPCAP00000000557|ENSPCAG00000000558|ENSPCAT00000000590|protein_coding|SLC44A4|solute	MA	0.116174	0.122521	0.948204	0.8093600000000001	1803	208.458	1594.54		188	22.7796	165.22			0.116908	1.06532:1.54553:0.506747:1.54873:0.178267:1	0.593478(0.480435:0.364493:0.935507)	-2727.92			
179	ENSEEUP00000008365|ENSEEUG00000009161|ENSEEUT00000009179|protein_coding|PRKCD|protein-ENSPCAP00000002152|ENSPCAG00000002274|ENSPCAT00000002289|protein_coding|PRKCD|protein	MA	0.054988499999999996	0.0747745	0.735392	0.277427	1464	117.041	1346.96		78	8.242469999999999	69.7575			0.0565703	0.733393:1.95798:0.48637:1.82232:0.366234:1	0.54653(0.445584:0.309937:0.884069)	-1963.87			
180	ENSEEUP00000004525|ENSEEUG00000004897|ENSEEUT00000004959|protein_coding|VAV3|vav-ENSPCAP00000010079|ENSPCAG00000010713|ENSPCAT00000010803|protein_coding|VAV3|vav	MA	0.0238103	0.0421908	0.564348	0.18776800000000002	1323	85.0432	1237.96		32	3.4725599999999996	28.5274			0.0249918	1.70255:1.34168:1.00498:1.56043:0.215506:1	0.471937(0.384319:0.271851:0.75964)	-1633.1			
181	ENSEEUP00000006271|ENSEEUG00000006893|ENSEEUT00000006872|protein_coding|USP1|ubiquitin-ENSPCAP00000002655|ENSPCAG00000002838|ENSPCAT00000002819|protein_coding|USP1|ubiquitin	MA	0.09217610000000001	0.35732800000000003	0.257959	5.32543e-11	1794	92.8833	1701.12		172	30.0468	141.953			0.105904	3.72914:2.92653:1.64978:2.61949:0.749321:1	0.543338(0.441217:0.315353:0.873444)	-2617.45			
182	ENSEEUP00000005606|ENSEEUG00000006111|ENSEEUT00000006141|protein_coding|PAK1|p21-ENSPCAP00000003452|ENSPCAG00000003673|ENSPCAT00000003679|protein_coding|PAK1|p21	MA	0.0178438	0.00811358	2.19925	0.785296	1290	61.2836	1228.72		22	0.487867	21.5121			0.0173815	0.40278:0.413061:0.37486:0.387086:0.311005:1	0.568127(0.463504:0.34854:0.892336)	-1527.07			
183	ENSEEUP00000012510|ENSEEUG00000013680|ENSEEUT00000013723|protein_coding|GPLD1|glycosylphosphatidylinositol-ENSPCAP00000004302|ENSPCAG00000004531|ENSPCAT00000004586|protein_coding|GPLD1|glycosylphosphatidylinositol	MA	0.09219060000000001	0.191915	0.480372	0.00231018	1656	119.255	1536.74		150	20.8618	129.138			0.0993721	0.956736:1.09555:0.66613:1.04553:0.153327:1	0.552083(0.446429:0.359056:0.850765)	-2435.54			
184	ENSEEUP00000005414|ENSEEUG00000005910|ENSEEUT00000005938|protein_coding|HIF1A|hypoxia-ENSPCAP00000010872|ENSPCAG00000011584|ENSPCAT00000011643|protein_coding|HIF1A|hypoxia	MA	0.0494363	0.06703830000000001	0.737434	0.480335	1500	108.49600000000001	1391.5		73	6.980360000000001	66.0196			0.050709500000000005	0.962007:1.34053:0.781572:1.31452:0.227636:1	0.507819(0.412963:0.317284:0.79321)	-1976.95			
185	ENSEEUP00000005091|ENSEEUG00000005580|ENSEEUT00000005592|protein_coding|C1R|complement-ENSPCAP00000000788|ENSPCAG00000000826|ENSPCAT00000000834|protein_coding|C1R|complement	MA	0.13155999999999998	0.23144	0.56844	0.00494733	1803	131.143	1671.86		219	26.5562	192.44400000000002			0.138825	0.670425:0.911765:0.464294:0.964547:0.176693:1	0.61901(0.508594:0.385937:0.9625)	-2815.88			
186	ENSEEUP00000014437|ENSEEUG00000015809|ENSEEUT00000015813|protein_coding|RORA|RAR-ENSPCAP00000006143|ENSPCAG00000006566|ENSPCAT00000006568|protein_coding|RORA|RAR	MA	0.0220047	0.0530365	0.41489799999999993	0.13530599999999998	1233	65.6537	1167.35		28	3.3424699999999996	24.6575			0.0236571	0.786582:1.39395:0.671982:0.835055:0.197243:1	0.583507(0.474948:0.347599:0.927975)	-1516.96			
187	ENSEEUP00000001414|ENSEEUG00000001560|ENSEEUT00000001559|protein_coding|CDH5|cadherin-ENSPCAP00000003191|ENSPCAG00000003392|ENSPCAT00000003396|protein_coding|CDH5|cadherin	MA	0.154683	0.47153999999999996	0.32803899999999997	6.62115e-13	2094	116.961	1977.04		308	47.0589	260.941			0.172381	1.00863:1.0566:0.810487:0.933472:0.362623:1	0.600384(0.501918:0.353581:0.945652)	-3398.16			
188	ENSEEUP00000012184|ENSEEUG00000013370|ENSEEUT00000013366|protein_coding|SIRT1|sirtuin-ENSPCAP00000012593|ENSPCAG00000013475|ENSPCAT00000013473|protein_coding|SIRT1|sirtuin	MA	0.0756437	0.219203	0.345086	1.55319e-05	1575	109.73700000000001	1465.26		123	21.934	101.066			0.0856461	1.65495:1.52672:1.11716:1.45239:0.235871:1	0.613547(0.51855:0.379427:0.942664)	-2237.74			
189	ENSEEUP00000012880|ENSEEUG00000014132|ENSEEUT00000014117|protein_coding|FOXO3|forkhead-ENSPCAP00000007485|ENSPCAG00000008041|ENSPCAT00000007999|protein_coding|FOXO3|forkhead	MA	0.0431504	0.0546837	0.789091	0.44048699999999996	1398	104.1	1293.9		60	5.55149	54.4485			0.0440092	1.11713:2.17916:0.886716:1.75459:0.217392:1	0.671663(0.520343:0.496788:0.997859)	-1779.79			
190	ENSEEUP00000014210|ENSEEUG00000015573|ENSEEUT00000015569|protein_coding|SPATA2|spermatogenesis-ENSPCAP00000013807|ENSPCAG00000014807|ENSPCAT00000014778|protein_coding|SPATA2|spermatogenesis	MA	0.0663535	0.0607971	1.0913899999999999	0.999591	1551	110.65899999999999	1440.34		96	6.31347	89.6865			0.0659571	1.03337:2.44161:0.33971:1.53136:0.308255:1	0.656049(0.510618:0.459459:0.998069)	-2134.8			
191	ENSEEUP00000008682|ENSEEUG00000009545|ENSEEUT00000009527|protein_coding|KLHL31|kelch-ENSPCAP00000000723|ENSPCAG00000000804|ENSPCAT00000000767|protein_coding|KLHL31|kelch	MA	0.051938	0.104859	0.49531499999999995	0.0405823	1470	110.066	1359.93		78	10.9552	67.0448			0.0559004	1.52976:1.63096:1.17621:1.46769:0.302987:1	0.575132(0.465079:0.372222:0.888095)	-1988.91			
192	ENSEEUP00000003794|ENSEEUG00000004184|ENSEEUT00000004175|protein_coding|TNFAIP3|TNF-ENSPCAP00000005860|ENSPCAG00000006291|ENSPCAT00000006272|protein_coding|TNFAIP3|TNF	MA	0.0825035	0.39131900000000003	0.21083400000000002	1.8738999999999998e-14	1551	107.99600000000001	1443.0		141	36.9392	104.061			0.104006	1.05916:1.0939:0.83427:1.01648:0.255306:1	0.600849(0.470541:0.421178:0.910828)	-2292.6			
193	ENSEEUP00000008824|ENSEEUG00000009699|ENSEEUT00000009682|protein_coding|NR1D1|nuclear-ENSPCAP00000001152|ENSPCAG00000001245|ENSPCAT00000001229|protein_coding|NR1D1|nuclear	MA	0.0397244	0.054110000000000005	0.734142	0.332714	1311	126.57	1184.43		52	6.6073699999999995	45.3926			0.041113300000000005	1.66442:1.76194:1.47659:1.88264:0.427212:1	0.672374(0.557078:0.462329:0.997717)	-1712.19			
194	ENSEEUP00000009789|ENSEEUG00000010731|ENSEEUT00000010749|protein_coding|AXIN2|axin-ENSPCAP00000009271|ENSPCAG00000009935|ENSPCAT00000009933|protein_coding|AXIN2|axin	MA	0.08969289999999999	0.179903	0.498562	0.00174693	1692	143.441	1548.56		150	23.5022	126.49799999999999			0.0973406	1.2564:1.27606:0.993667:1.21728:0.272523:1	0.647745(0.553655:0.451788:0.937792)	-2489.55			
195	ENSEEUP00000006488|ENSEEUG00000007089|ENSEEUT00000007108|protein_coding|TEC|tec-ENSPCAP00000002158|ENSPCAG00000002279|ENSPCAT00000002295|protein_coding|TEC|tec	MA	0.025624900000000003	0.12789	0.20036600000000002	8.05632e-05	1245	80.765	1164.24		38	9.7729	28.2271			0.032258999999999996	2.06746:1.92689:1.4111:1.80271:0.01:1	0.513977(0.406646:0.307753:0.827532)	-1567.22			
196	ENSEEUP00000010841|ENSEEUG00000011814|ENSEEUT00000011878|protein_coding|DDX11|DEAD/H-box-ENSPCAP00000015211|ENSPCAG00000016127|ENSPCAT00000016250|protein_coding|DDX11|DEAD/H-box	MA	0.136272	0.262799	0.51854	0.000104536	1911	183.54	1727.46		246	41.8336	204.166			0.148424	1.19569:1.7488:0.54923:1.32393:0.254177:1	0.60073(0.539304:0.359536:0.903351)	-3010.2			
